anonyme_Source,anonyme_Target,Weight
68416,105348,5
28883,85181,6
52708,48231,11
12337,14762,12
84178,83824,5
80278,66644,5
2305,70974,5
94609,76832,7
47697,13183,6
90164,54370,6
26524,83824,7
63129,25564,8
40452,89512,10
93198,46662,5
50984,32410,7
20427,105348,5
19398,37865,5
52206,108364,13
70916,89239,5
107715,20578,8
2861,82242,5
34216,34041,7
97962,22341,9
13028,105348,6
99950,91306,6
66884,78619,5
53516,5438,6
65557,93059,13
82756,85181,6
32071,12923,16
49858,23737,6
28718,79600,6
2222,78398,15
91089,82030,9
89237,37757,8
87200,87200,6
76927,109889,6
64001,82886,5
84100,104402,5
38132,37757,5
16449,15372,5
94309,82886,5
76264,22341,12
7421,52116,5
55987,43530,5
4042,108365,5
80067,78398,11
1524,22602,5
8996,93154,10
47144,110262,5
18790,30453,5
8860,31753,6
19218,99351,5
59090,82175,8
86548,12264,33
13780,37757,7
91319,101305,7
74834,112604,12
63069,93059,20
40452,93059,10
48263,109364,5
22925,83545,6
74933,105947,5
74725,32293,14
88871,66263,7
94672,63799,5
93460,9421,5
32483,20344,5
33937,78398,8
107865,93059,5
7916,14762,7
99487,32763,5
7389,61490,10
1237,94354,8
49941,49941,5
68951,12923,13
63198,66135,12
75260,23003,9
13337,26335,9
79538,100076,5
16996,15001,6
83668,14762,5
48140,7998,7
66006,36415,7
76335,97861,9
54068,101506,7
67422,22877,6
70206,22341,14
62224,38261,5
82099,79042,6
2160,112852,9
44326,83355,5
109361,96357,5
12993,44829,6
59846,112570,5
13303,8533,8
105268,28951,5
27818,48747,6
85746,73850,5
56407,86428,7
31738,79600,6
18938,97972,7
51314,99792,5
84301,82886,5
4291,105984,7
31774,53067,5
10943,12264,7
61805,32777,10
82447,64719,6
65817,95438,7
108238,103033,6
83431,28951,6
82782,27584,8
102802,36415,6
76338,14762,7
59127,51897,6
65459,3566,5
13672,103436,5
38439,104551,5
17656,86428,6
28025,86260,6
101334,22341,5
12178,70974,5
4049,107208,6
51665,75205,8
71753,93059,5
28442,71933,5
105675,66644,5
13491,27923,7
25505,20130,5
67167,84624,17
72610,87980,8
74902,73667,6
26953,78398,7
53752,35448,5
81317,41205,6
90768,83545,6
106149,78448,7
67913,93059,7
50517,19752,6
25567,2850,6
59150,89662,6
83334,97972,5
12790,49822,5
45626,14914,6
108425,55906,8
109711,38860,6
24917,49979,5
88794,52778,5
50019,57200,5
41962,11275,5
106291,9521,5
78708,49691,9
76694,77824,8
60829,86428,7
13134,82402,9
49444,109683,5
15516,111656,8
52382,66263,5
45785,66263,5
48219,55011,5
97437,37757,6
92820,25297,5
7344,35715,7
95717,66853,5
109753,4949,7
18574,90739,5
104962,89231,5
105448,112826,6
29425,4702,8
27876,92496,5
13955,75205,5
100394,27219,5
96157,86260,5
49483,51047,8
79410,83448,12
48510,83448,10
39884,85619,6
94629,108121,5
30181,101613,5
13152,22588,5
106893,14762,9
104872,43530,6
20301,31777,6
106401,34813,6
98230,58817,5
1382,38860,6
58544,53008,5
30622,12264,5
63560,79487,5
105280,60176,5
14716,22341,15
58541,32153,5
61627,86885,6
68661,2619,5
60760,36924,6
60673,84624,5
101127,17914,5
59874,110890,8
60816,43530,6
106831,69253,7
93467,2786,5
80038,69124,5
35600,101558,5
5561,76279,7
1959,99931,5
83884,103436,5
77631,8728,5
39107,2007,5
72400,59089,5
50428,75001,6
51646,75520,5
13222,809,6
60645,66263,11
93068,22341,5
12601,107208,8
100466,36723,5
62213,85472,5
68623,66263,7
31623,26335,5
112704,52107,413
104386,103436,10
70028,84840,148
80744,82402,47
63163,64719,5
10866,86803,22
14558,79660,9
29326,103436,7
45381,108364,7
75885,83824,5
1037,94655,7
11169,61704,5
64840,112826,15
44562,44562,6
5166,105678,7
91607,12511,6
83554,106776,10
63967,41711,24
79364,41711,26
102716,102716,28
93981,112826,11
15905,53379,5
69969,105066,5
21781,25297,20
68472,103436,5
1742,83824,5
111037,68711,18
20043,102346,7
84421,81167,14
36203,105700,19
44601,45401,6
99923,12264,6
18434,25013,23
2953,92715,8
87597,33595,14
46905,28951,7
82369,95136,5
64376,21625,22
36765,72702,8
3515,49555,5
10510,44150,8
53280,43530,6
3398,53849,8
109177,19898,11
2237,12511,11
15150,15150,13
67984,57465,7
41453,109943,5
108724,103436,7
30026,25898,24
12855,54370,5
24413,103792,16
87120,86885,5
102116,51897,811
18625,93059,19
71296,106562,6
99197,76236,7
8478,25092,12
45205,395,51
21677,105335,32
51330,73888,11
25288,36851,5
44484,75138,7
32889,73307,37
96705,50450,10
86116,36640,8
95511,39761,6
6803,84624,8
9242,28793,9
33755,7272,5
20493,32487,14
99897,12511,6
6792,43856,57
16439,30849,9
77644,112826,17
99694,93059,9
53281,27861,5
84968,19227,16
97287,100221,5
67717,70486,5
83881,15001,8
49021,10696,5
81917,78398,18
101591,93059,6
6982,78256,10
6434,67369,31
22643,84100,43
68606,7463,9
35746,19227,5
21748,21511,6
1799,236,8
110817,95848,8
65040,95470,9
81480,72302,23
97936,29977,44
92923,31753,5
80698,41467,5
111020,51897,258
75737,37757,10
14821,96357,18
103959,83375,219
73460,70974,12
110382,56316,5
4042,83230,7
16584,27584,8
3217,5190,8
25173,19047,6
39120,40913,85
20522,7706,11
37927,38184,6
97254,102346,8
110263,51047,22
2796,83230,5
76844,19533,18
60729,92334,9
74358,8172,9
11811,86428,16
20533,58932,47
77958,86428,8
27399,88096,25
34195,5190,8
35483,15005,12
13101,70974,20
43059,47859,5
59270,63551,9
6982,14144,22
26906,7652,12
82862,84624,22
80315,36415,40
102769,72338,6
70098,12511,17
85127,42428,5
58410,8533,5
72744,84624,18
19468,50334,19
38613,105984,30
70001,53835,51
42611,57750,11
88946,12511,14
77750,13981,17
31709,22341,18
59714,43530,14
96422,21492,8
66256,50455,11
21309,33795,6
56304,8014,8
32480,67369,55
50247,96357,61
19310,109683,6
16668,49288,5
107693,85035,6
20623,78398,7
57477,12750,10
53202,88096,6
59832,32577,6
72537,102765,27
86122,4151,11
50471,21292,8
102588,15248,5
108354,42425,8
83502,22638,73
19145,66474,8
40534,111101,15
36984,112266,5
18742,27861,5
87168,22851,5
105797,70974,10
26312,55854,6
28981,78901,11
42620,30614,9
69933,29977,6
56670,111101,12
91584,36742,9
40934,43467,9
94987,83545,5
110263,48747,53
98139,12925,68
107894,101613,5
104100,63551,6
61371,86428,6
51620,54494,7
92740,82402,8
112188,58755,5
106555,72702,6
19504,12750,9
91303,78398,14
16534,70974,12
25254,107965,9
47182,29977,23
36815,31300,8
110263,74921,42
85753,37757,10
54562,12264,54
86058,15001,37
19702,112826,5
88049,56130,38
41191,19533,6
1686,28950,7
81693,96357,14
83583,42782,5
84421,22767,6
8800,64052,7
92182,57453,5
14516,58217,5
60075,1367,6
96533,8172,9
86411,78331,8
38720,112604,22
19169,12511,8
30411,70974,16
37730,96357,22
19437,106891,6
68477,84978,5
52289,102346,12
86520,9943,5
7355,18979,10
91553,86428,12
11471,36924,18
66524,53067,8
36661,12511,6
57069,111432,6
37441,12750,9
104434,12750,17
62662,68997,7
75304,83867,9
90307,85619,5
40318,15372,5
49832,4881,12
57411,80266,16
81328,44852,23
24820,92646,13
103427,37757,11
67748,11550,5
29108,69653,20
31859,45715,5
85106,44960,25
37678,16321,7
44999,68981,11
54813,38261,14
98537,53951,6
12642,67369,14
87528,43530,8
55596,112604,6
29852,45715,7
15793,85619,5
32163,44808,9
101087,67308,7
22464,84624,6
106086,96809,10
97266,20347,17
89756,28951,5
86098,86428,11
75847,83955,6
42482,69253,11
79541,36415,6
10250,66119,86
68552,4909,14
37148,105335,16
61850,93868,14
50296,50334,6
104510,67739,25
109461,72702,12
102599,29977,10
70165,96357,13
95831,15001,12
11642,80096,7
1635,82402,22
88103,58872,5
7755,66202,5
52007,86428,6
101304,48393,6
79462,110224,28
53226,101337,6
81323,33150,15
20514,23141,8
110435,80158,5
86157,93576,11
92810,69328,5
26201,28267,5
61235,43893,11
22730,99351,16
74558,70486,11
61036,88591,7
42931,93076,6
78015,59958,11
44809,37757,18
31909,86428,13
63527,25013,16
43662,25013,9
47750,12511,8
75001,14144,15
31610,25013,7
73038,36249,5
61537,105984,7
61328,103436,5
86725,12750,19
19556,72052,6
112008,4965,19
83856,109683,16
73685,45715,16
31033,73756,8
82741,20885,9
9842,54769,6
22830,4965,6
47018,56969,5
2604,103436,18
83818,102346,12
7504,82784,12
22231,35796,5
45091,38261,9
16821,35796,8
109182,86428,10
1642,85619,60
15692,55418,6
12666,96357,10
62933,28555,5
99578,100766,6
51962,77189,6
36433,36790,5
10615,8563,7
87345,68101,11
31901,58074,9
103460,40670,7
110898,66474,5
38687,30280,8
8475,107965,11
87854,70974,8
40736,56874,10
85550,13625,7
1813,40186,5
34740,95230,6
28608,52736,6
33173,94166,9
18893,8728,13
1541,27861,9
110263,19469,42
7702,103415,6
11752,93059,16
17741,79090,16
60426,60682,12
47640,29977,14
49940,111787,5
87130,184,6
42385,93059,5
58630,48765,5
26692,19227,5
110622,19227,17
55228,45401,12
44891,86428,21
37784,69124,6
89763,45890,7
85849,69124,8
22619,3779,9
70184,38291,5
85402,59593,28
3093,67369,10
85672,96357,10
10873,23029,5
52375,15001,5
86304,39419,5
38807,98242,11
9950,79255,8
108465,56948,6
42134,42134,11
22230,43530,9
87394,24361,13
68076,12058,5
49828,78398,12
55876,84624,20
86058,29421,5
83104,57874,10
100821,72302,12
100852,79912,7
46600,78901,10
111688,80096,7
34858,63242,9
83986,85619,11
73398,63242,5
52214,53100,5
15875,57400,7
42570,21492,8
29410,67256,10
90611,8379,5
59519,1367,12
23603,25013,5
103450,8533,14
72781,70974,11
20616,1367,12
94654,37945,15
6765,82402,5
90200,90200,20
98637,1367,10
29263,70974,9
32643,18979,32
88533,88533,8
20770,96007,13
22752,94253,6
53533,61226,5
86249,38261,12
69943,101002,7
94969,96819,5
105432,97006,5
80315,97006,7
505,40703,6
1289,80266,16
84112,74164,6
53425,4436,7
18526,86428,8
106333,86428,5
74805,38291,20
69942,56396,5
8046,2007,24
39676,70974,6
6661,64650,5
111448,57893,5
45982,36640,6
71112,43530,7
60189,83990,5
83922,96357,9
13717,98242,5
66610,83824,7
107727,12511,12
81229,20347,10
101024,67369,10
66404,112826,5
76871,2367,7
36612,69461,17
84368,53738,5
84907,4715,7
21337,110470,5
73568,24605,5
21219,35571,6
72670,5190,5
88662,8376,5
93340,8568,8
71185,12750,6
16492,11817,5
62512,86428,21
46521,59327,7
63628,85645,6
57124,90299,9
74077,107965,10
39586,74739,6
6969,32452,5
62116,89675,9
72562,56130,6
72829,19227,16
12998,15001,12
64399,84624,7
3774,73119,6
56533,57893,7
73211,3779,10
57551,100943,6
45793,7844,7
10922,29977,6
5899,29977,17
79088,23220,7
18129,19469,16
19558,38261,6
7910,50334,12
52595,36444,7
86921,106192,6
57312,25013,5
32213,103834,9
37876,102346,5
95260,1051,6
4700,45003,5
74284,86428,9
56509,103436,7
73164,28390,5
8202,59488,5
70968,21668,10
98036,45715,10
69959,40913,23
59449,108829,6
61372,59993,6
38854,22341,36
98823,66263,7
105227,99380,12
81713,59993,5
33240,35139,6
21002,35988,7
31771,24361,5
94343,24268,5
92271,72615,5
84100,8728,53
71731,31606,17
32020,37757,9
62385,73667,19
110603,24361,10
65564,37757,7
78983,37757,14
57477,36415,19
9755,67369,9
48539,29977,10
6532,71516,5
92886,35594,5
100839,86428,8
16735,56874,8
98334,72302,8
14746,7854,11
13636,23964,5
30261,3844,6
112327,94179,5
65017,67369,6
44849,97861,6
83942,83942,9
107374,93059,9
801,4903,6
98329,27584,6
93140,51506,6
11266,110979,6
33981,93059,5
38601,111432,6
109461,20278,7
16461,36924,7
25791,38291,8
82356,100411,6
37104,103436,11
38184,112489,5
93116,101002,6
15684,109710,5
3117,9340,8
74391,38261,5
21268,22977,11
57130,82402,5
46847,44557,8
78652,86428,6
72275,16465,13
40205,85645,7
109136,28793,5
14724,86428,5
54309,107965,14
48885,8533,10
6290,93599,11
41087,112826,8
36145,86428,14
110238,90719,5
110995,2635,11
84985,57453,8
17329,52764,5
68591,14144,7
84828,13550,6
110944,66474,6
88584,99399,5
33274,2619,7
61188,53070,9
52551,78398,12
5460,66614,5
83400,99351,7
30007,99086,7
10656,86428,6
67624,84624,7
36257,109048,9
21289,83824,5
35738,10610,6
107704,809,7
94226,111561,6
9138,103436,5
54756,112826,5
1280,64386,7
56304,19560,5
33828,82578,5
38791,70974,9
7373,12750,12
13717,22650,6
66830,96357,14
94192,1674,5
27531,7006,6
86639,92522,5
30090,14587,5
21352,25324,5
2459,45459,8
801,23141,12
64523,12511,5
4842,52736,6
9563,32706,5
12735,88096,8
28792,87927,6
50588,70974,7
32021,96924,5
21345,19701,6
44478,38291,5
28400,7272,12
31064,85645,15
1025,22513,9
22180,15001,5
80042,84624,5
53151,12750,6
64289,31777,6
95267,103436,5
109910,1578,6
57746,29977,7
23124,109683,20
104945,86428,11
27929,103436,5
104011,70486,5
94949,103436,5
103789,56261,6
112666,35594,7
51931,66474,5
6950,82280,8
44142,24605,7
75510,5578,5
84308,58817,11
46109,12264,28
5403,35594,5
106476,33595,11
76395,62194,9
6814,34296,11
14440,38291,5
35454,55305,17
38494,87908,5
94958,12072,5
13275,35594,7
44578,78102,7
36682,56261,20
70746,35594,6
68310,69345,7
65497,29059,6
43567,27861,5
15424,67821,6
28502,6793,5
94575,69328,6
67244,93059,8
6014,101350,11
33677,34619,6
26225,15001,10
61772,3566,5
45079,55456,8
41437,103432,5
11501,23092,6
29356,90067,5
69700,74417,7
103744,107121,7
7293,22343,8
5624,43530,6
2751,86428,9
68369,64383,5
48230,59993,7
43457,12872,9
33602,4189,5
37568,32735,5
31383,45353,6
18446,43055,22
90885,54494,6
61244,59250,5
58771,107606,5
25343,70974,17
43698,12264,12
95779,12750,8
13777,45353,6
91145,57400,5
8511,100249,15
24334,29010,5
111688,85160,5
41590,44852,5
44790,107091,11
10852,78398,22
82182,47191,5
39718,22341,63
112291,20723,5
30178,80079,5
33434,3006,5
48345,26020,6
54485,28950,7
70495,41188,5
38184,92598,6
6359,96737,8
100010,43530,5
69472,49979,6
20072,97778,10
56492,35594,5
34062,9421,9
34515,12511,14
46966,86428,11
80558,37757,9
76246,61238,19
8957,84840,5
51564,24951,8
62321,101895,13
14627,90617,7
91742,39245,9
64258,35594,9
107753,24361,5
76247,93599,15
67394,28811,12
1772,33150,6
75023,25013,7
57380,105524,11
64831,86428,20
16261,11140,11
76570,90772,7
74085,12750,9
59775,82886,9
15202,15161,10
73438,70311,5
5437,22341,8
82588,100766,6
71658,85645,5
40281,42896,7
101880,103436,9
6097,103432,8
52631,19179,5
83534,87313,6
107543,43464,5
80212,15001,7
60271,43095,5
33780,3844,6
20585,19469,5
104794,5190,17
79872,43530,6
46533,5065,9
98711,64173,6
24725,59593,8
78628,86421,7
25473,23828,5
96731,39245,16
69959,109048,11
16699,86428,8
68917,69362,6
112049,62194,5
107413,22341,36
30153,56021,8
106160,45523,9
47137,37757,7
31170,40913,27
103450,74085,5
106129,15044,5
26168,103436,15
23031,18463,6
3521,37757,5
24743,105984,7
90877,96924,10
7921,14807,21
10690,105348,6
58358,73667,5
38829,35594,5
22512,19752,5
51742,112056,5
6128,78438,5
12359,22341,8
80568,59457,6
112434,56874,5
53075,7844,9
99846,100943,6
77464,100943,9
44781,100766,7
105453,41711,20
68560,16136,10
57669,103178,6
101856,101834,6
17052,90655,7
62321,83448,7
8329,86428,8
112403,59993,5
1271,1367,9
98469,79487,5
7656,22341,115
105138,58254,9
5260,82214,9
79492,27584,6
4512,85237,15
42117,64788,8
58827,86428,9
39082,1578,9
113001,64788,5
65713,106334,5
47716,112604,5
48977,86428,5
61279,93814,7
84745,16685,6
67861,56261,5
54808,12334,5
10980,62194,11
68286,80007,5
112772,86428,7
17600,6279,6
61391,23092,6
14487,24361,5
15890,66263,8
105227,15270,6
5224,96737,6
65584,3175,7
33231,12750,5
111992,75289,5
49095,102981,6
58609,66474,5
106934,48057,6
111559,5281,5
62507,28793,5
31183,99463,15
35214,86885,5
58036,84624,9
18357,15001,6
39769,79487,6
71764,37757,6
91042,19227,6
26859,83824,5
93226,43482,5
5869,37832,22
87963,22341,8
34469,15372,5
15404,22341,6
37795,87614,8
61917,43893,5
593,38184,8
91139,105984,5
80536,63074,5
44831,85856,6
88217,40913,23
56355,9408,9
89935,37757,5
82559,38261,5
38371,35594,7
55467,45523,6
22048,58817,5
19376,22341,6
81069,21492,7
103349,39120,5
65817,112268,7
55169,23220,5
82430,46559,6
45484,27861,5
33743,99351,5
73466,32735,8
41585,50850,5
58394,83824,5
30446,79586,5
85324,26561,6
31584,66853,6
55030,4436,5
10491,105043,10
36174,69345,5
2332,53100,6
9377,91131,7
26980,58254,16
2155,84159,7
38955,37757,9
31616,91554,5
101230,96512,6
65198,50043,7
72529,86428,6
111484,70311,5
89425,93059,8
18617,8728,6
79908,27304,7
90036,4965,8
101231,89231,7
28965,7109,7
104708,34983,8
25882,3779,7
70813,25060,6
25154,86428,27
53319,2627,5
10616,86428,5
92477,38184,10
106554,72302,5
60783,98881,18
93767,64948,5
70944,92522,9
46524,81140,7
85097,93405,7
37617,86421,5
19090,86428,6
20315,29059,5
8411,111982,7
59136,92860,7
86270,62736,5
59560,83601,5
47484,33150,6
74064,25175,8
102162,77094,6
107974,109048,5
81255,8909,8
79004,111432,6
101329,1382,8
104942,84624,9
36938,70974,5
64917,86428,5
9781,5190,7
83630,15961,5
58548,89561,6
64726,15001,7
68241,70974,6
51824,63799,5
20646,70974,5
50155,40913,6
56510,44465,5
39425,7998,9
74353,38993,6
63361,36871,8
52754,81110,9
17467,102214,8
21849,40913,9
62054,103436,7
71342,48057,8
61763,74164,8
79906,25909,6
75857,26304,9
81036,52475,6
13646,71,7
61529,2107,5
88395,69174,5
83234,37757,6
86390,86428,8
98030,95342,5
19702,12264,6
85747,51897,16
104832,78640,5
24550,57897,5
65507,100224,5
2505,89231,6
67452,86428,24
18511,93059,12
103433,84659,6
43457,20913,6
41255,93059,11
36669,23848,5
90384,107208,8
32916,29421,14
15873,101697,6
41067,103436,5
3875,1578,10
88673,70974,5
95147,39772,13
2422,44465,5
75814,75814,76
66226,22341,31
7841,23040,14
101169,3844,5
48992,37825,7
89440,12264,6
27384,28914,5
2863,22341,12
76056,79487,6
15951,104551,5
53992,75205,6
108947,107208,7
44835,86260,6
102551,3006,10
41708,76236,5
53832,62392,6
6044,75289,6
2505,66135,9
10562,10562,10
92236,82402,6
100048,22341,7
100608,6291,5
112070,25013,5
80026,28951,7
111149,22877,7
80352,83646,5
62963,101337,5
71780,47438,11
70887,19752,6
16449,24361,15
66641,25175,5
32045,21881,35
56365,86818,7
79088,40913,6
104704,8533,5
19716,57453,7
10150,112604,5
1586,82886,5
65526,19469,5
42821,62873,6
47854,38993,6
39406,8729,6
41773,29675,5
37315,27861,6
32684,33533,8
64158,43736,5
112794,58471,6
37379,21668,11
54951,103436,17
28144,112826,12
55790,112826,8
29521,23003,7
54763,86421,6
111017,47261,5
7635,14762,11
56864,3129,5
102727,39108,7
40374,99351,5
3138,73218,6
63073,86428,9
34858,69753,9
19311,24885,5
8507,86428,9
19442,28793,5
107914,8533,7
8734,7844,5
105954,21428,19
52081,64948,26
68178,70974,6
104621,37840,6
107050,23003,8
68692,23003,9
42949,87545,11
8597,12511,13
60575,14762,7
20424,96357,5
3352,36415,6
112015,45523,5
34758,19560,6
3160,75190,5
52262,18354,5
67678,100943,6
50844,75205,5
85172,57841,5
96225,109173,6
34719,28811,5
61863,111062,5
82572,86428,5
28912,78398,7
10554,35050,5
88543,3844,10
46238,87476,5
78912,8533,5
19128,97131,5
29626,75825,7
42042,51506,5
50123,25355,7
44893,86260,5
20437,50043,6
5865,5714,5
45834,52475,5
79214,64383,5
11079,96357,6
18169,86428,7
26137,92211,5
1709,35594,5
7381,107208,11
44532,37945,9
1680,73819,5
22277,6793,6
90867,66135,5
879,4949,5
52023,13342,10
43649,42444,5
72877,58254,6
104815,58817,5
47945,96357,8
8828,71969,6
98842,77824,6
29069,31777,5
9345,105984,17
68749,20278,6
111041,14762,6
4883,38993,10
83515,42249,6
81986,93278,6
93394,82312,5
38857,86428,5
54870,42763,6
53808,112604,7
4580,66263,7
86271,35050,5
108479,22588,7
6310,6310,7
109194,26335,6
74750,22341,13
50106,83824,8
102079,80654,7
68007,69753,7
38207,22588,5
16217,26490,6
44915,2505,5
53482,45890,5
41834,66135,6
61537,110815,5
42033,40913,5
17862,22341,5
67038,66644,5
44679,66644,5
18984,66644,5
70246,63242,5
49241,37972,5
76466,105758,5
86081,86081,7
27889,17797,7
106042,48231,7
58821,66644,5
100409,83448,6
103203,5220,5
18740,75205,5
106331,75205,6
64002,17762,10
45965,85645,5
49854,16136,6
45291,42747,5
12926,660,7
33838,16136,5
55134,70974,5
55703,79469,5
45164,56720,5
90328,85906,5
10892,10892,8
10296,89548,7
50270,98456,5
72355,41711,6
76116,33533,12
13132,82787,5
110047,66135,8
45716,6550,5
58538,108667,6
71295,42982,5
55008,66263,5
107850,66263,6
25187,79559,6
55212,80079,5
59411,66135,6
34805,86818,5
30439,112604,5
82729,33948,5
31489,16136,5
95752,20007,5
57564,20278,5
54092,65374,6
27261,66135,5
36279,66644,5
104089,86428,5
107266,86428,5
67929,43893,10
62460,107141,5
33967,86428,5
93930,60540,5
8024,425,6
2235,66263,6
27545,3844,7
33716,84629,5
89378,106026,5
20420,112418,5
18779,51395,6
21927,111480,5
61832,93059,7
36203,95894,28
77818,43530,7
19398,105152,13
66208,79734,8
109252,85181,8
5627,29158,5
52514,51987,10
33846,7272,11
72465,86260,7
62040,103436,21
62408,86428,13
98251,63547,5
359,75386,5
65817,19217,29
9708,22341,1707
91137,55136,27
7755,9359,6
93783,66993,9
102216,95660,7
40281,7233,14
4848,33948,8
34092,102346,9
49833,83824,13
2142,107757,16
21758,102612,11
25789,69634,19
34532,60949,7
85502,43530,7
42821,56796,13
95164,77845,12
47395,90135,7
75558,17596,11
71228,14762,5
18497,86428,21
72688,20347,9
40068,9340,5
85756,100666,7
89272,84840,14
27356,43530,6
109767,2035,6
26400,60882,5
83049,33148,212
44147,23495,5
43722,103946,5
17975,15001,10
1142,81140,9
69771,35988,13
14526,7802,8
32295,103436,7
76602,60476,5
41843,66263,9
4450,51741,16
36974,71886,14
29508,70437,7
68294,105678,5
90311,99018,6
90149,84075,7
49100,28793,8
70874,66643,6
19503,37757,9
93462,45401,5
94582,93059,12
74902,31753,50
112545,2527,16
11307,79912,11
73568,28062,6
43760,62331,11
25774,25774,29
100991,26510,5
96976,4965,5
27492,34043,7
20766,19227,16
31097,15001,28
66741,29977,33
23337,47859,9
109483,35594,5
1558,70974,9
39860,72302,8
85086,97972,16
73529,105038,6
104912,12511,5
13262,81955,12
18681,11757,19
6651,26813,113
91135,105984,31
44630,7439,11
76269,4965,6
9300,4965,19
47287,69328,6
101715,6291,13
110263,8823,208
24913,83230,6
43277,21492,15
36304,82402,8
25676,28793,5
11308,38291,8
97812,55056,69
52490,93372,9
68759,40437,7
36062,70974,28
81879,29059,8
71727,70974,6
43875,52419,12
109084,59993,5
112578,108352,5
110758,12511,14
111327,43158,5
27729,22767,5
22643,15822,6
43667,88281,12
93954,66048,6
63837,83230,6
50778,434,5
21818,87980,12
44054,38261,29
31144,27584,10
6349,29059,7
79268,82389,9
81080,3634,7
435,23919,8
83826,14144,6
95133,103436,9
12091,58559,6
61752,20347,15
87471,84840,23
52722,73087,52
69327,105984,7
1594,39120,13
15377,83230,10
63507,7809,7
39797,33150,12
107414,50334,13
65157,23092,34
29984,86428,9
16073,103415,20
10122,19516,9
111427,48358,18
70944,66474,63
69086,98881,14
69996,99025,10
82327,38291,14
38186,60394,10
74897,69076,7
67776,18979,39
19661,98672,5
18788,63242,9
7484,48765,6
107430,26396,15
61882,101002,5
23560,20022,6
96930,106679,22
102859,58471,6
41974,70974,8
66384,2635,6
3112,36415,8
68769,57620,5
71027,41637,11
80221,108352,5
11079,84624,11
9402,36976,7
86815,42583,10
56514,50080,5
41413,95652,20
108996,21492,33
19321,85619,6
89507,69253,5
72445,8728,33
91491,93865,9
21549,101618,6
61474,90483,12
67659,109111,5
101041,82606,6
35907,103436,17
65451,105984,14
75084,18186,9
64185,107501,15
78967,398,6
34987,8729,12
1520,29977,5
106626,42134,11
74179,58284,8
25620,54494,45
100604,36924,9
72100,73307,104
46019,33983,7
28630,81167,9
13847,100411,8
30683,12750,11
48327,1367,7
60927,70974,7
74889,26792,6
94311,51044,6
72705,1367,6
34525,58206,5
82413,70974,6
60367,4965,11
70114,104951,5
23358,20417,5
32235,62921,12
17737,52113,13
86789,99114,8
34766,37757,14
57127,40292,5
66620,86428,6
17590,107965,9
76383,12750,6
84910,79912,6
8064,100224,6
96343,70974,9
76968,12511,26
88587,72702,5
8825,86428,5
38129,86428,7
28640,29059,5
11564,53067,14
75458,86428,7
18682,62146,5
73889,102891,7
21042,109683,9
85380,58755,10
45094,56355,7
51068,105458,9
102933,70974,6
57399,40913,58
110269,59593,5
17771,54494,10
74798,37757,14
3184,97559,7
30500,87980,25
2677,85964,15
81813,104156,5
36785,86428,34
110588,60923,13
54620,7884,6
3971,111801,5
61307,12872,6
51205,4881,5
47892,86428,19
44142,94352,8
13149,94352,6
29629,20347,7
50625,23868,7
50130,45890,7
59720,24361,6
57877,20022,8
41364,21597,9
83441,57893,16
53545,12511,5
42320,111281,7
21038,47647,15
11823,88096,9
36127,35005,11
56308,29977,5
107653,74164,69
12900,27397,6
62703,84624,13
4252,39956,5
73879,19533,49
28742,85645,6
44601,107965,20
56701,28582,20
74107,31606,5
104554,8728,7
100604,12925,11
93061,77824,5
66103,85645,13
11870,36415,5
41072,85645,9
41009,111289,12
73889,13076,6
72016,44852,10
46671,78438,7
94438,18794,7
88954,30,6
33250,1578,5
21622,37757,6
13360,108364,8
89262,71516,41
55876,62194,8
13433,856,9
103549,19733,8
90337,22341,430
98784,43158,7
6661,29158,7
4624,4965,7
61033,31606,5
102089,94545,5
29368,2007,16
42936,85976,6
103549,32735,17
1344,94253,6
39120,1665,7
19050,102346,6
97403,12750,11
55204,45715,7
57727,17511,5
95966,95966,39
30547,106992,5
83978,12750,11
33050,41934,5
58026,32912,7
83825,109683,6
98830,53365,10
52556,23868,7
54209,81167,15
37095,29977,11
84839,100998,19
56805,11757,5
90851,103436,8
28580,66474,10
38826,29977,10
78227,37757,20
38698,26304,15
42241,104402,17
105434,59958,6
66523,32735,5
54069,34618,14
66221,35594,7
78134,91539,19
74206,26304,6
93339,36298,9
104017,23092,10
95052,59097,6
48914,93059,14
35106,24361,7
63319,4881,9
77210,21932,5
15655,75546,5
48989,30523,9
107710,107710,8
98016,103436,15
1841,5294,5
15439,45890,5
106224,107793,6
95932,1382,5
90601,43530,8
91072,12627,6
100291,86428,9
23287,20022,13
5550,74620,8
8529,72302,5
82257,84624,9
2089,33150,12
34956,56566,5
18430,37684,5
36349,64534,6
84421,84624,9
21250,86428,5
13360,72006,13
23072,64650,13
105759,77824,6
99442,96845,9
39754,89205,6
82963,12511,7
101935,79912,5
109443,10900,6
105745,107262,7
24414,36976,5
95077,59993,6
61740,23919,5
111637,23737,5
17520,27584,6
5078,42034,5
73657,41934,11
47988,75973,5
94730,58742,5
33796,139,15
14942,12750,12
22251,78398,5
86870,25324,6
111683,70974,20
100,9038,5
102397,82241,5
35204,103471,7
35087,62194,5
87457,85712,7
23690,22585,7
90985,37757,31
29853,40913,18
56984,4881,6
111796,70974,7
103212,98881,5
74248,82484,6
12706,21668,5
68964,29828,8
32489,54133,6
94781,36182,6
54688,102346,5
77857,29977,8
65365,37055,15
68687,8533,5
73426,67369,19
35795,79912,5
