anonyme_Source,anonyme_Target,Weight
246,52,1
761,1156,4
1715,232,2
1014,1733,2
417,2228,1
1020,1090,1
3567,446,1
735,1570,1
1807,1767,1
948,3119,1
918,211,1
1029,3272,2
3037,2090,1
1637,1748,1
3552,1194,1
2958,757,1
2970,291,1
2252,1416,1
3590,1352,1
1207,692,1
3024,3484,1
1665,2315,1
2075,3511,1
1019,3608,1
908,2075,1
2749,609,1
3606,1883,1
1136,1718,1
3598,3598,1
1407,1407,1
1318,2336,1
2545,2965,1
17,2990,1
2480,2162,1
2226,1531,1
1901,2486,1
2337,281,1
2336,3036,1
549,2924,1
2456,2863,1
202,3397,1
466,2602,1
2483,1464,1
3243,405,1
3323,2589,1
2116,2856,1
1404,2575,1
84,881,1
1878,322,1
3604,2974,1
129,3537,1
736,72,1
566,2141,4
2140,1022,1
538,538,1
580,2571,1
2518,2635,1
725,707,1
196,1523,2
750,240,1
109,92,1
687,687,13
109,2749,1
1624,1597,1
1098,703,1
188,2404,1
1152,1509,1
3405,3405,33
2571,1597,2
2162,948,1
1416,1839,1
216,3259,1
1923,1532,1
31,3538,1
1366,2646,1
1961,1250,1
1211,3114,2
2544,2017,1
1278,815,1
1996,3366,1
734,1538,2
560,908,1
19,466,1
2167,2514,1
1626,3089,1
2102,795,1
2512,1198,1
1482,2054,1
1849,2871,1
3354,3221,1
779,779,3
3120,3458,1
2924,2589,2
2338,588,1
1624,2043,1
3439,1014,1
3375,2202,1
1373,3548,1
1454,1419,1
983,2809,1
891,487,1
2291,1650,2
239,1753,1
3377,750,1
2279,1177,1
2547,1531,2
2779,3516,1
1787,2589,1
448,2279,1
3432,89,1
1684,2544,1
992,560,1
1039,1195,1
3026,1760,1
3160,2946,1
1091,3075,1
1993,1608,1
232,1654,1
1502,529,1
2331,3607,1
319,1441,1
2608,2234,2
1308,81,1
196,28,1
1624,2818,1
3348,2884,1
287,1460,1
3295,737,14
2530,1382,1
2108,2901,1
1369,3365,2
1570,2483,1
2537,1673,1
164,2318,1
1532,1532,11
2302,1792,1
574,735,1
224,2681,1
2986,490,1
2837,3481,1
2219,351,1
206,2653,1
3567,376,3
1891,3073,1
2571,108,1
1290,1925,1
1531,2226,1
36,3403,1
1531,3024,1
1498,1318,1
2787,201,1
1909,2460,1
3406,2291,1
576,2238,1
3156,3097,1
2458,2458,1
768,1792,1
833,2786,1
3342,1783,1
2092,1525,1
2819,1683,3
3554,3543,1
2888,2819,1
3611,1283,1
2726,1408,1
560,1021,1
209,3397,1
1270,1222,1
2571,1046,1
1728,667,1
2244,3331,2
2296,1291,1
2640,2337,1
791,2337,1
696,2213,1
1597,375,1
2924,1464,1
2824,3085,1
2947,3538,1
2976,685,1
942,517,1
331,2854,1
2056,2809,1
3367,1308,1
2275,1776,1
121,279,1
2302,633,1
369,2730,1
3504,1265,1
3403,1498,2
1540,1540,83
2382,932,1
2136,3080,1
636,1027,2
36,1752,1
2480,367,1
2856,3537,1
2336,1498,1
1781,1098,1
2363,261,1
2432,1315,1
2339,1127,2
179,179,14
2152,3289,1
1878,1878,4
689,1333,1
2115,1218,1
693,1958,1
938,1958,1
143,1199,1
1344,3407,2
399,750,1
2403,474,1
2696,2696,19
2712,2712,1
2432,3063,1
490,126,2
439,1225,1
2483,452,1
2467,619,1
452,2291,1
3238,2080,2
2294,2773,4
2752,1847,1
2504,459,1
590,117,1
572,3176,1
3566,0,1
1401,2108,1
3537,281,1
2855,1804,1
72,480,1
133,1039,1
1577,17,2
1411,485,1
1153,2249,1
2607,401,1
1047,1047,1
2920,202,1
1542,1542,3
2630,1401,1
2253,198,1
2108,802,1
1298,2933,1
1991,1991,1
1767,1807,1
736,1154,1
428,3596,1
1258,1051,1
2942,1402,1
982,3537,1
2569,3231,1
3130,1639,1
1021,160,1
2119,2119,2
3156,2511,1
3559,3483,1
3332,3332,1
3272,1029,2
1176,687,1
2799,937,1
1326,1568,1
3191,3423,1
1564,2972,1
2837,3548,1
276,1862,1
1789,1138,1
1908,196,1
3088,3615,1
3257,883,1
196,36,1
3571,1006,1
490,870,2
2944,2199,1
2031,366,1
2843,870,1
14,480,1
1733,1324,1
1657,2440,1
2135,166,1
2161,1014,1
1024,2532,1
3439,2915,1
1792,1792,81
2175,2569,1
2261,664,1
74,2571,1
1225,999,1
2238,345,1
1862,2291,3
1876,1615,2
1862,1396,1
3242,1211,1
1756,1239,2
2128,3616,2
1015,2863,1
1124,54,1
2737,2433,1
1501,835,1
3249,287,1
3268,2595,1
3323,3323,3
2547,803,2
89,407,3
292,292,2
2222,2222,9
2301,53,1
941,1990,1
3037,574,1
3344,3030,1
133,1570,1
1211,1063,2
2725,2174,1
2291,2809,1
2105,2948,1
1240,1367,1
3311,2816,1
853,830,1
1862,2339,2
2093,609,1
3481,1738,1
3125,2769,1
3115,234,1
1424,2328,1
883,2131,1
1020,641,1
3048,2320,1
855,89,1
2926,548,1
718,2648,1
2589,2809,1
1770,579,1
273,80,1
147,546,1
1436,1101,1
2787,1486,1
3156,2837,1
1437,1445,1
1126,2511,1
2489,2711,2
2154,2154,1
1733,735,1
3403,3530,1
1769,3481,1
2802,1192,1
3263,1984,1
2589,1195,1
2028,2315,1
1751,3099,1
433,1488,3
196,2291,2
312,1151,1
857,794,1
2418,1253,1
2511,2837,1
466,2175,1
2630,2432,1
2467,2467,2
356,1893,1
3231,2837,1
2116,1733,3
1776,2275,1
1144,631,1
2212,2212,28
2733,2932,1
287,1416,2
3475,303,1
3452,650,2
2511,1724,1
1637,1819,1
1111,1111,1
1980,490,1
3403,3548,2
2823,243,1
515,2710,1
2768,1384,1
3478,765,1
1507,517,1
218,693,1
2947,2432,1
2582,908,1
2924,3481,1
2221,3247,1
2744,827,1
779,2990,1
1848,395,1
2335,3504,1
3315,1020,1
2326,1933,1
445,2916,1
2154,2188,1
2285,609,1
3084,3489,1
687,183,1
817,2830,2
1748,1021,1
1199,3041,1
2668,311,1
3047,2797,1
1363,1187,1
3277,2923,1
366,1019,1
1296,228,1
271,3192,1
426,790,1
3254,1738,1
885,885,1
2965,2545,1
1958,3310,1
1525,2092,1
192,2848,1
1738,281,1
1345,1345,2
2115,2115,1
401,3359,1
3013,726,1
1962,287,1
3168,1419,1
3089,1626,1
2490,2908,1
2629,662,1
2114,3154,1
2486,796,1
1489,3154,1
2013,942,1
3504,2051,1
572,1078,1
1141,2613,1
1732,107,1
2174,3218,1
2794,2175,1
202,202,124
233,2301,2
3176,1452,1
1894,1577,1
2807,2550,1
1336,1336,1
2094,2094,8
3608,1541,1
1261,1261,14
734,2875,1
1192,2802,1
761,1664,2
1042,1733,1
1523,555,2
2108,1401,1
693,2351,1
1333,1769,1
555,1523,2
1262,3451,1
2160,2642,1
3156,3452,1
316,3371,1
2856,644,1
2259,2841,1
815,2768,1
2550,2807,1
3090,2823,1
466,2908,1
3393,2237,1
566,2744,1
2279,448,1
1733,2908,1
3585,814,1
1637,1862,1
1045,1624,1
859,1104,1
158,219,1
952,1424,1
1172,1339,1
2759,1555,1
3444,3444,1
1105,1105,16
1531,1039,1
466,3024,1
1852,2390,1
2647,1639,1
490,1238,1
367,31,1
942,342,1
1400,1335,1
1869,1671,1
750,3377,1
211,3337,1
2529,3287,1
235,2671,1
1739,1739,1
3537,414,1
1073,1073,1
395,849,1
1331,1331,1
3558,1401,1
243,2320,1
2228,147,1
2940,552,1
2573,3231,1
237,888,1
3192,2547,1
3530,33,1
936,636,1
1234,218,1
3291,798,1
2671,1733,2
3273,2311,1
872,1876,3
877,2148,1
1333,689,1
1192,544,1
279,393,1
626,626,8
2116,2012,1
3255,3255,5
2942,3357,1
1943,1546,2
1138,1595,1
2150,3464,1
737,1775,2
1245,3052,1
1191,2033,1
311,1317,1
1379,566,2
2875,734,1
815,815,1
3335,2764,3
351,2219,1
1487,791,1
2747,1315,1
2351,1403,1
3059,361,1
1650,466,1
2880,27,1
1083,1533,1
1020,852,1
1344,2362,1
1941,794,1
982,1738,1
247,1613,1
2056,2901,1
609,2528,1
2876,1893,1
679,873,1
3445,1165,1
1253,1427,1
1589,3127,1
3590,2407,1
1315,3359,1
816,2139,1
2591,1560,1
2744,2108,1
367,401,1
1400,1392,1
3147,1199,1
745,992,1
3392,803,1
643,643,3
3292,3292,2
2497,2778,1
1789,80,1
1811,263,2
735,1312,1
3371,279,1
3425,3272,1
375,1597,1
2571,406,1
2843,2718,1
609,2175,1
708,1098,1
1211,2071,1
687,2433,1
196,566,1
566,1179,1
2194,3462,1
3397,1315,2
2753,1991,1
1852,1982,1
2976,2976,2
356,2424,1
3099,1016,1
1478,1308,1
824,1607,2
991,2255,1
1222,1057,6
1339,1339,16
3533,1486,2
3192,3043,1
3076,3204,1
3152,3152,7
1403,2337,1
1814,2990,1
2336,3610,1
3165,1577,2
2670,3026,1
686,2650,1
1860,1653,5
1792,1249,1
1291,1406,1
228,1296,1
3530,1819,1
2059,80,2
2175,1485,1
1597,2892,1
3584,3567,1
1242,1423,1
1694,3350,1
2432,2432,4
2235,991,1
719,2390,1
2044,1471,1
2718,927,1
1403,2947,2
3481,196,1
1733,223,1
1403,1570,1
3481,1570,1
739,908,1
573,1577,1
2146,2297,1
2012,2347,1
269,269,2
1020,1484,1
1776,2545,1
3043,889,1
2554,3492,1
2243,2235,1
2336,2837,1
33,3012,1
3558,3403,1
1733,2837,1
2108,281,1
2837,2676,1
2044,572,1
1852,2824,1
2166,1333,1
609,281,1
1724,1724,5
1624,1800,1
196,1958,1
685,3384,1
3023,2159,1
2824,2382,1
3565,3304,1
2744,2856,1
3254,2573,1
3585,2817,1
2121,3177,1
2175,1438,1
1867,2751,1
2223,2912,1
749,3558,1
1701,2659,1
651,2327,1
3232,3603,1
3544,2341,1
1318,1523,1
2559,566,1
337,17,1
1153,781,1
33,3494,1
1733,608,1
3567,280,1
2013,1439,1
2387,308,1
2238,2238,26
365,3370,1
2735,1660,1
1823,693,1
793,793,3
3460,742,1
3512,1141,2
2002,2393,1
1359,1367,3
1253,1253,10
3058,1057,1
322,2559,1
2809,2671,1
377,1653,1
1608,1608,4
916,436,1
2811,3413,1
816,3612,1
2162,2794,1
2927,740,1
1570,992,1
2911,2911,2
651,2571,2
1488,2390,1
329,2574,1
2799,212,1
131,1527,1
196,3403,1
213,1021,1
2460,2460,1
2321,2321,1
707,2881,3
1301,2302,1
2187,1334,2
2992,1761,1
518,238,3
1863,1871,1
1639,1620,1
491,2261,1
2876,1315,1
2361,3496,1
273,1364,1
3205,1164,1
2780,2811,1
815,3494,1
260,1333,1
230,230,1
2808,1063,1
2842,1416,1
244,1183,1
3439,319,1
1294,1294,2
3434,2209,1
1749,2483,1
1664,3194,1
1818,2174,1
2744,2729,1
1198,2584,1
2808,14,1
2913,191,1
2582,2530,1
2951,2951,2
442,3000,1
2108,2504,1
644,2701,1
1597,2260,1
1256,1478,1
1733,760,1
1360,492,1
1107,2824,1
1531,1749,1
235,1637,1
2863,961,1
3403,3359,1
3311,2556,1
812,1478,1
1195,1014,1
1504,2680,1
3162,2200,1
2030,1733,1
1941,3472,3
1320,2656,1
209,3114,1
2206,2680,1
1310,1458,1
28,1907,1
317,1199,1
490,1616,1
1658,3523,1
286,3254,1
2902,2985,1
200,632,1
1862,1403,3
1498,3403,2
2365,2751,1
436,2951,1
989,2146,1
1738,803,2
1498,492,1
638,1017,1
32,673,1
3533,2866,1
3527,774,1
3280,17,1
1253,2214,1
3277,63,3
486,3156,1
781,1560,1
760,1530,1
361,3059,1
1597,1624,1
3359,3063,1
242,2467,2
1793,2141,1
492,2920,1
1577,1585,1
2261,491,1
809,2466,1
1590,2641,1
1373,3169,1
1893,1738,1
3194,2393,1
401,1034,1
2261,3167,1
3404,3404,1
2492,1570,1
880,156,1
1665,1683,1
3129,2998,1
2351,1748,1
2924,1195,1
2032,937,1
87,87,1
537,2430,1
862,2046,1
900,1899,1
1063,1769,1
566,3231,1
2174,2725,1
1050,2661,1
640,1780,1
3581,2855,1
3294,1597,1
948,2794,1
2259,3335,1
3455,1299,1
1655,2312,1
1211,133,1
2569,2809,1
2413,1868,1
2642,571,1
1913,358,1
3220,2571,1
3483,3559,1
1852,1919,1
3174,1577,1
618,2067,1
2259,652,1
1120,1120,14
509,654,2
1021,1366,1
209,1733,1
497,811,1
1436,137,3
3548,3359,1
2809,2452,1
1495,2555,1
1595,1138,1
3030,3344,1
1407,1029,2
3529,1989,1
1274,3030,1
2123,3336,1
3481,2924,1
1153,3368,1
2990,2178,1
1438,2808,1
1315,1265,1
133,2768,1
154,620,1
1019,2824,1
520,1149,1
1438,2175,1
366,2031,1
609,3214,1
2824,1852,1
2167,3020,1
693,560,1
2608,3253,1
1292,2147,1
2511,316,1
101,2065,1
514,760,1
2114,1316,1
857,2139,1
1081,3130,1
492,196,1
2056,2337,1
2404,1585,1
2074,2074,1
2837,3117,1
358,358,6
2490,33,1
659,511,1
1838,1193,1
1511,3359,1
1559,2227,1
3089,3129,1
2771,401,1
3499,2401,3
1228,23,1
117,2506,2
1870,1870,6
803,1042,1
1151,813,1
1324,213,1
2068,2559,1
1359,1878,1
322,1878,1
401,1749,1
1277,3043,1
1852,1392,1
213,1095,1
3303,2589,1
2556,3311,1
1169,2572,1
3180,3441,1
1733,1911,1
2360,1177,1
849,1774,1
3219,3391,1
532,2785,1
918,3002,1
2676,2676,1
1881,2930,1
2291,2808,1
1078,3255,1
2998,3129,1
1333,2808,1
75,1153,1
17,1843,1
2931,687,1
1171,214,1
2897,3605,1
1183,1183,33
1324,1749,1
2012,2394,1
3611,1153,1
3433,2961,1
2056,2056,2
857,3325,1
3596,428,1
1063,2511,1
1908,3397,1
1852,2571,1
492,1179,1
3016,89,1
1710,2134,1
616,616,22
2139,2759,3
2915,2915,4
2291,2351,1
1714,2393,1
2109,792,1
1453,3570,1
233,1069,1
3124,1664,1
1021,428,1
1148,218,1
612,1694,1
2855,607,1
3271,1188,1
796,2237,1
1403,196,1
2543,2369,1
1039,3097,1
719,2824,1
3393,3110,1
1197,2331,2
583,417,1
736,452,1
1370,1940,1
3206,1597,1
3576,3029,1
525,1658,1
2901,2504,1
1678,96,1
234,3115,1
2311,3343,1
1179,2431,2
2327,64,1
2876,3305,2
3200,948,2
1533,3161,1
3024,1211,2
2991,2991,2
624,1385,1
2809,1315,1
1572,1486,1
1804,2855,1
2370,1530,1
1502,2692,1
3405,1643,1
1486,2162,2
260,1738,1
2175,1523,1
89,3029,1
878,3154,1
1423,1541,1
534,3124,1
756,1084,1
178,3081,1
1753,2382,1
269,492,1
2139,993,1
2521,2642,1
2608,2040,1
40,572,1
981,384,1
1324,2844,1
583,945,1
180,1711,1
163,275,1
2817,536,1
1171,2379,1
3362,2507,1
699,699,2
3548,1195,1
235,3156,1
2285,2924,2
3419,2014,1
558,2319,1
2549,1899,1
747,747,6
2441,2441,1
428,218,1
3301,1550,1
1749,36,1
841,1849,1
100,2845,2
1012,1967,3
1498,2744,1
734,2328,1
1685,3153,1
2291,2483,1
3509,635,1
1749,1511,1
2873,2873,3
1416,3607,2
2498,2498,26
1715,2475,1
2291,31,1
1566,3316,1
2792,2505,1
1154,736,1
84,84,2
3444,1899,3
466,1333,1
1650,1650,2
1078,80,1
3118,3182,1
2129,2618,1
2331,2407,1
296,2620,1
63,3453,1
1253,3326,1
2166,947,1
2686,1315,1
2924,2285,2
104,1954,1
1434,2279,1
2014,2701,1
1560,1020,2
119,2013,1
2809,2676,1
395,1848,1
705,3408,1
2866,1486,1
218,428,1
2823,2071,1
3200,608,1
1370,1607,1
3063,2175,1
2837,2511,1
3304,1495,1
3557,859,1
1352,1171,1
2141,3117,1
26,2547,1
3254,3439,1
987,16,1
2901,196,1
3494,896,1
1753,1800,1
3568,572,1
3103,3103,19
730,1098,2
2642,3607,1
2206,2007,1
3276,3276,262
2090,2989,1
2291,2116,3
2206,652,1
2175,3452,2
588,2338,1
201,634,1
2200,3162,1
2589,908,1
1187,1363,1
950,950,14
560,3403,1
2301,437,2
2121,2121,2
1893,2052,1
2221,3088,1
2773,761,2
1078,2858,1
660,3447,1
694,694,2
196,2431,2
2027,1506,1
2530,1333,1
3475,1729,1
1346,1445,1
3461,3106,1
566,3371,1
3091,3106,1
463,1153,1
556,1486,1
1908,1862,1
1800,1753,1
1141,3156,1
2992,1925,1
2291,393,1
2219,1126,1
1195,2351,1
1278,2337,1
2178,2990,1
2942,680,1
1295,1295,2
1351,605,1
78,3590,1
2808,2582,1
2291,1749,1
2496,1644,1
1787,998,1
3567,1544,1
2747,3359,1
1333,2876,1
1961,2008,1
2824,1019,1
471,3238,1
956,3168,1
3533,532,1
1828,2241,1
110,1597,1
1050,1577,1
1906,206,1
3082,2315,1
2090,428,1
2087,1445,1
1748,2837,1
3170,1006,2
1533,1083,1
2822,1678,1
1006,897,1
3024,1401,1
651,3436,1
2126,2434,1
1809,869,1
566,2511,1
3586,89,1
844,3433,1
1078,3176,1
3548,1738,1
2432,2589,1
1960,3115,1
2528,2908,1
1984,3263,1
595,1909,1
2924,2175,1
2676,2809,1
2483,2658,1
3080,1100,1
2175,3254,2
2682,1732,1
1768,1768,16
1192,1522,1
3246,414,1
727,707,1
1746,1304,1
1971,211,1
3481,2175,1
2175,1893,1
428,3113,1
638,638,7
3190,1089,1
2257,1908,1
2837,549,1
2079,2955,1
1577,1613,1
2008,707,1
2071,2897,1
3503,2291,1
2625,2625,1
1637,133,1
619,2467,1
1611,1611,10
260,2285,1
2111,2111,1
3504,3504,5
3426,1498,1
3615,3088,1
2770,1925,3
3106,593,1
1915,1498,1
87,3211,1
476,3240,1
3504,1787,1
2747,2432,1
1685,1350,1
348,781,1
3115,2972,1
1653,1860,5
2488,2728,1
1828,2515,1
2924,967,1
2056,3504,1
1396,767,1
908,2582,1
3397,1908,1
870,2843,1
2352,2878,1
16,987,1
347,653,2
2116,167,1
2920,3614,1
260,560,1
3321,3475,1
1055,256,1
818,3422,2
3043,2148,1
1616,3193,1
1022,2140,1
3065,2792,1
816,968,1
1441,304,1
1349,1816,1
2670,2471,1
1162,514,1
2808,3221,1
3192,2162,1
1597,2877,1
466,2056,2
1414,2921,1
2837,2285,1
31,2058,1
2947,1221,1
146,2312,1
988,988,6
3613,2940,1
3376,3376,3
749,466,1
3524,2637,1
3475,3590,2
3129,3129,30
1654,1715,1
3115,386,1
3225,0,1
1769,1769,3
1246,1570,1
260,2837,2
730,3475,1
89,3586,1
3412,820,1
393,279,1
1727,3009,2
2506,3544,2
819,668,1
1537,2560,1
1828,2592,1
3254,908,1
1943,1593,1
1650,33,1
1772,3050,1
1700,568,1
760,1126,1
2717,2736,1
1830,1439,1
3579,492,1
824,824,2
2760,2760,1
2098,2057,1
1454,651,1
2669,1599,1
2432,2630,1
2898,3471,1
1593,1943,1
3610,803,1
3010,2915,2
2582,1908,1
2467,242,2
2608,1147,1
253,1597,1
2174,1312,1
1314,3287,1
532,31,1
2630,3481,1
1039,1516,1
1749,2166,1
1371,1639,1
507,1615,1
3371,316,1
438,1585,1
2285,2837,1
1954,104,1
633,333,1
264,1658,1
1828,2820,1
3403,2432,1
2809,2768,1
730,1952,1
2744,1111,1
2582,272,1
3537,644,1
2011,27,1
1879,1879,141
2312,298,2
3296,3296,1
3616,2128,2
2589,609,1
3285,3184,1
517,517,2
1711,1585,1
2478,2148,1
566,1738,1
2480,1140,1
706,2765,1
2312,2312,2
2752,651,1
339,339,3
2291,2090,1
1167,2803,1
144,1153,1
128,128,1
2950,2837,1
2791,2067,1
1713,296,4
283,2167,1
404,875,1
1367,243,1
2951,436,1
1917,1917,1
1315,2747,1
2033,2124,1
413,1308,1
3571,3571,2
2050,2506,3
2547,2809,1
1661,50,1
1403,378,1
371,1246,1
1418,2184,1
1751,2914,1
394,2571,1
1123,33,1
2337,2837,1
3201,1678,1
1622,2924,2
2291,281,1
1766,1766,1
3097,783,1
2582,2547,1
1177,3403,1
2897,1384,1
560,1177,1
172,2735,1
2947,428,1
797,602,1
134,3304,1
2726,632,1
3262,803,1
466,33,1
213,1324,1
3289,529,1
2278,2331,1
1194,1436,1
1853,2121,1
2994,2994,1
281,2291,1
1485,2175,1
596,1020,1
1597,3595,1
2713,3572,1
14,1787,1
566,372,1
2651,932,1
1483,2720,1
1819,2291,1
1195,28,1
114,1905,1
300,300,4
369,3605,1
827,1862,1
3505,3505,39
1597,3540,1
1847,519,1
2844,1749,1
864,1899,6
1855,259,1
2852,587,1
1350,263,2
472,2790,1
2161,3254,1
2924,1523,4
2640,2947,1
239,1151,1
3237,1538,2
1169,1169,2
2469,2500,1
2640,2640,1
3408,989,1
2667,1445,1
1384,1441,1
796,1247,1
0,210,1
2923,3001,1
3129,3089,1
745,745,4
2606,2606,3
281,1039,1
2777,643,1
1401,1401,1
106,2983,1
1899,3444,3
1014,1039,1
1021,1738,1
1522,1192,1
1550,3301,1
2393,678,1
809,2870,1
1475,3211,1
2837,2950,1
3175,3504,1
2337,1233,1
2279,1200,1
839,1020,1
2671,1200,1
1862,1179,1
2420,3505,1
1516,1516,1
566,36,1
2914,1751,1
560,2582,1
2877,2956,1
984,984,3
1695,2624,1
1753,2650,1
1063,2175,1
1899,1649,1
2933,363,1
3475,2642,2
1201,177,1
1789,1364,1
1083,2521,1
36,365,1
3328,348,1
2364,1597,1
3439,2291,1
643,750,1
3411,247,1
1112,1597,1
425,2845,1
2857,3275,1
1888,1344,1
3367,3367,1
3582,2291,3
1523,2511,1
2947,901,2
2837,1650,1
3200,3192,1
822,822,7
608,3200,1
2110,2033,1
1733,1039,2
170,3539,1
1039,555,1
2118,2118,1
3403,1401,1
2812,1020,1
1418,1611,1
1055,2018,1
1151,312,1
1750,1750,5
493,493,4
3097,2856,1
3481,2559,1
1531,1014,1
2955,2416,1
106,1324,1
3229,490,1
2944,3440,1
2085,1950,1
1406,1291,1
2327,3252,1
1622,3537,1
1651,3085,3
401,1111,1
1751,2236,1
1758,3180,1
1498,693,1
367,3200,1
1400,482,1
2078,2008,1
427,3497,1
561,685,1
3606,3422,1
3335,2259,1
849,3263,1
1885,1885,1
532,2813,1
633,2302,1
1200,2279,1
2671,2844,1
1416,902,1
2589,428,1
3022,1847,1
1948,2274,1
3281,63,1
218,1148,1
2824,2892,1
2054,243,1
3474,588,1
3166,1057,1
870,571,1
1127,1862,1
2090,744,1
1876,2887,1
736,3133,1
2090,648,1
1152,1647,1
532,3496,1
1046,2571,1
637,637,1
2847,820,1
3532,3528,1
3530,1957,1
3368,2828,1
2175,3231,1
566,3439,2
3445,3461,1
2924,2432,1
1486,556,1
594,3172,1
302,2194,2
1008,1733,1
259,259,1
2808,1769,1
730,490,1
3231,693,1
1324,1441,2
1300,345,1
1506,3263,1
1403,2658,1
2837,2141,2
128,651,1
2864,1227,1
2701,2014,1
1440,1440,1
1773,1773,7
2290,651,1
1835,2195,1
2337,2336,1
2013,490,1
2547,2582,1
3200,271,2
2559,3403,1
828,1756,1
3126,1412,1
3220,215,2
690,3168,1
387,3599,1
3014,2476,1
1738,2559,1
2768,1959,1
1246,815,1
2671,1333,2
209,2431,1
2419,2213,1
3242,1909,1
3389,1735,1
1637,3024,1
2012,2116,1
493,1020,1
2959,2654,1
560,235,1
1787,2908,1
735,2856,1
760,340,1
1275,807,1
3591,625,1
3548,1000,1
1439,2013,1
2160,870,2
108,108,2
1779,2614,1
290,512,1
2640,2175,1
2500,1356,1
1609,2915,1
796,1772,1
3189,2708,1
3427,3264,1
2483,1570,1
1119,2813,1
3443,1828,1
2582,2837,1
922,3384,1
2535,1864,1
1239,595,1
3093,1736,1
2488,196,1
1339,3431,1
235,992,1
2159,104,1
2813,1119,1
2328,1424,1
2108,340,2
518,1083,3
33,609,1
1034,1531,1
3403,196,1
2351,1265,1
3080,3430,1
414,3537,1
1154,3525,1
99,99,7
2202,2531,1
570,3567,1
2908,1787,1
2013,342,1
30,1020,1
1333,1179,1
2439,356,1
1098,3247,1
2582,2291,2
3258,3126,1
2112,35,1
1488,122,1
2671,2198,1
2853,203,1
1099,3165,1
1403,2351,1
1958,196,1
1140,2794,1
2291,3403,1
2505,2687,1
1141,556,1
2602,2360,1
121,803,2
2036,3519,1
2698,1981,1
480,2383,1
3030,1298,1
1570,2768,1
3115,3311,1
106,2920,1
369,2054,1
2283,2014,1
772,1502,1
2175,3537,2
2871,1571,1
2061,459,1
2917,756,1
3359,1366,1
1030,3115,1
757,2958,1
1848,244,1
718,1645,1
124,953,1
992,88,1
2950,3439,1
2571,2756,1
3403,1403,1
3537,2116,2
774,2335,1
2773,1276,1
3129,924,1
1200,1749,1
2139,1941,1
2969,3227,1
3178,2876,1
2301,230,1
1781,1350,1
1171,2331,1
3359,3117,1
711,2511,1
725,725,3
3235,2628,1
1400,1001,1
1990,941,1
2837,1315,1
3583,3583,228
3355,3355,2
2431,2431,22
2347,693,1
2018,228,1
2837,3537,2
2362,1344,1
3180,3101,1
1156,2773,5
2559,2856,1
3023,1683,1
1943,183,3
2238,576,1
730,3607,3
2291,2915,3
1570,969,1
150,196,1
1154,2768,1
350,2008,1
2351,2291,1
578,1488,1
3038,3082,1
3323,2291,1
1441,3503,1
736,1960,1
2710,1325,1
2937,1171,1
3397,1531,1
466,466,1
2013,3260,1
2452,326,1
1358,3072,1
1623,1920,1
501,3433,1
1171,1729,1
2908,2528,1
1753,1753,2
2353,2046,1
651,128,1
3154,2114,1
1588,1533,1
2331,3590,1
2161,2589,1
2844,1324,1
2837,2156,1
816,233,1
3073,3073,1
1780,92,1
385,883,1
760,1733,1
1333,1523,1
3024,2291,1
802,3192,1
2056,3036,1
602,1577,1
1733,2030,1
2335,2582,1
792,2109,1
31,3548,1
1538,2612,1
115,2570,1
2831,3419,1
752,1297,1
126,2667,1
316,2175,1
2116,1324,2
3161,3161,5
2521,2331,1
1017,1017,1
191,470,1
3503,1034,1
1458,1310,1
1165,1452,1
2477,1488,1
555,2431,1
2291,828,3
3117,2141,1
1347,648,1
927,1003,1
2432,908,2
1403,2339,1
1551,1551,10
1403,1981,1
3259,216,1
2261,725,1
2327,2571,2
3610,566,2
875,3601,1
3319,2766,1
1315,2432,1
2972,1908,1
3324,2462,1
201,2794,2
261,2910,1
2911,3295,1
3000,3000,1
2246,633,1
1599,3284,1
2796,1488,1
2291,1318,1
610,3184,1
1597,604,1
796,1951,1
3381,2716,1
1191,1191,5
1285,63,1
527,3081,1
2671,2920,1
1615,507,1
1523,196,2
2377,1783,1
40,3519,1
520,296,1
1531,2547,2
1013,2067,1
705,2593,1
28,196,1
2809,316,1
2640,760,1
448,448,1
948,401,1
982,2729,1
1486,1361,1
2656,2781,1
1416,1781,1
1781,1623,1
1328,3225,1
2750,1988,1
1471,2044,1
1845,401,1
1057,164,1
1685,68,2
1177,560,1
657,211,1
1310,387,1
1048,571,1
2569,774,1
351,774,2
470,157,1
517,1507,1
1148,2582,1
3263,97,1
839,2759,1
0,2753,1
271,1486,1
2924,908,2
149,2157,1
2337,2347,1
2108,1403,2
93,1486,2
1179,1179,4
2327,2508,2
2315,1665,1
33,749,1
874,3516,1
2760,1849,2
2883,490,1
927,718,1
3530,1959,1
2108,2589,1
166,527,1
1988,124,1
2500,215,1
401,2607,1
203,1695,1
1895,1441,1
2997,2961,1
3224,1871,1
1768,3027,1
1893,356,1
876,876,1
2337,2175,1
3012,33,1
1752,3254,2
588,3606,1
71,71,3
267,3368,1
1006,3170,2
3024,3419,1
556,271,1
1847,1223,1
1506,2571,1
2459,3605,1
271,3119,1
2732,1308,1
3181,3181,2
206,2180,1
2710,2764,1
736,1531,1
376,2355,1
3530,1787,1
1859,1153,1
1014,1317,1
1996,127,1
1970,2809,1
2808,2175,1
1533,571,1
3282,454,1
2367,1812,2
2139,463,1
2866,2787,1
87,1533,2
803,2528,1
3024,1862,1
820,1926,1
2124,2124,1
