anonyme_Source,anonyme_Target,Weight
1781,263,1
1312,290,1
591,591,1
3177,2121,1
3161,563,1
1671,1869,1
2752,1513,1
196,1195,1
737,737,17
1570,1637,1
466,2671,1
3130,2056,1
99,0,1
2755,3097,1
1597,1488,4
675,1768,1
401,2162,1
3590,490,2
544,1192,1
1430,3375,1
1195,2589,1
209,459,1
1851,2571,1
3254,356,1
1732,3226,1
2204,2940,3
2331,2642,2
1196,3358,1
3539,466,1
815,1278,1
595,3484,1
1911,3518,1
1981,1403,1
3129,1524,1
1908,360,1
1516,1039,1
3423,673,2
3289,112,2
395,845,1
2543,3024,1
1693,3034,1
691,691,3
2115,1234,1
1153,144,1
3419,196,2
1336,80,1
921,287,1
1486,1572,1
735,735,2
1441,106,1
459,2804,1
1510,302,1
1742,2141,1
3538,2698,1
3544,199,2
1506,1199,1
2571,2189,1
1620,1893,1
803,609,1
1600,1433,3
2667,1346,1
3540,1597,1
582,1927,1
2942,3205,1
2008,655,1
2571,3220,1
2837,2068,1
3465,3465,1
3214,609,1
566,2175,1
3052,3291,1
2162,634,1
1787,2856,1
394,2824,1
2038,2228,1
174,782,1
1763,199,1
1870,722,1
2175,3403,1
626,1937,1
1226,2304,1
820,2055,1
2132,2132,1
465,22,1
1526,1658,1
1938,2577,1
2187,1138,1
492,3403,1
2556,2071,1
3182,782,1
2635,3514,4
2532,1024,1
2666,2009,6
2175,1748,1
739,739,1
2561,183,1
1015,2049,1
2729,611,1
646,2852,1
1308,3079,1
1315,908,2
2291,521,1
2483,1511,1
3284,2940,2
2511,1733,1
2491,976,1
1959,2624,1
2108,218,2
2602,218,1
2331,518,2
230,2301,1
91,91,2
2282,850,1
302,3225,1
1293,1140,1
867,1531,1
2589,2369,1
2105,643,3
2291,1733,5
3455,1380,1
2301,1574,2
2809,983,1
1581,838,1
192,1855,1
3174,1050,1
202,2285,2
3335,3421,1
218,2511,1
3419,3024,1
2715,2523,1
3304,3565,1
3506,2354,2
3228,3228,1
1498,3130,1
359,526,1
3247,2883,1
1363,1849,1
1742,452,1
1053,394,1
1336,3526,1
1416,2996,1
614,650,1
3474,2990,4
490,2883,1
1986,1243,1
279,2337,1
3007,2291,1
3082,3429,1
3240,476,1
1063,2809,1
3359,609,1
2962,2962,4
2116,133,1
994,1641,1
3119,532,1
624,310,1
69,3240,1
2108,2582,2
1531,1324,1
3261,2571,1
1222,1270,1
207,2273,1
2763,2763,2
336,3606,1
1578,1613,1
2436,1699,1
3567,834,3
2146,3300,1
827,2216,1
3052,3052,14
610,610,1
1816,1816,18
870,1781,1
2239,1678,13
467,467,4
976,2491,1
1061,3560,5
633,2246,1
1344,1344,76
2432,2924,1
948,201,1
126,1437,1
571,1533,1
3176,1789,1
1852,1400,5
2673,2673,2
753,2169,1
2401,3499,3
3254,1403,1
1024,1768,1
850,981,5
1525,2856,1
1020,267,2
1195,1333,1
459,1862,1
721,3544,1
1748,1318,1
2301,387,1
1626,1928,1
2291,3010,1
317,317,7
2861,1577,1
807,1275,1
1171,126,2
311,311,1
1637,3484,1
2589,1477,1
3091,403,1
30,3356,1
1597,2255,2
3578,816,1
2687,2505,1
2856,2744,1
1742,736,1
2934,3330,1
1976,2864,1
76,1056,1
1637,235,1
2989,2090,1
102,3555,1
1118,2415,1
3162,3162,2
40,1078,1
33,764,1
3231,2337,1
1445,295,1
2099,229,1
2285,2983,1
3397,712,1
1039,111,1
2432,269,1
306,1369,1
2488,2856,1
2460,1909,1
1532,1923,1
3347,1909,1
2863,2456,1
3537,2175,2
351,2856,1
1679,3395,1
3159,3068,1
3502,2108,1
2209,57,1
0,3566,1
3500,3255,1
273,572,1
273,1165,1
2837,133,1
1078,1129,1
2383,480,1
2226,2658,1
2759,148,1
2347,2347,1
3504,3439,1
3231,1141,1
2511,2421,1
2748,2748,1
1135,3388,1
1212,2267,2
3420,1397,1
192,192,194
233,1560,3
1624,1624,42
2876,2483,1
2105,1219,1
1742,566,2
439,1992,1
490,642,1
2067,618,1
1577,2461,1
2571,2235,1
1756,595,1
2940,2622,4
336,1128,1
1819,549,1
1724,1315,1
1324,106,1
760,760,1
2067,979,1
2482,2204,1
1671,2695,1
1633,1573,1
2582,1819,1
369,2177,1
632,200,1
3511,1008,1
942,5,1
3405,2001,1
1488,1151,1
1585,3516,1
3082,3038,1
2337,3371,1
1486,499,1
2209,3263,1
3548,2335,1
1400,1311,1
3324,3324,1
1303,3026,1
2163,756,1
1016,3099,1
1517,1504,1
2947,1998,1
1220,287,1
2109,619,1
3397,3359,1
512,803,1
1225,439,1
566,1126,1
3497,427,1
2511,689,1
3156,2337,1
1904,1541,1
1014,3530,2
184,30,1
1141,2897,1
1252,353,1
2105,1736,1
1029,2672,1
1986,997,1
2642,231,1
651,1045,1
1831,1083,1
2558,1665,1
1908,1141,1
3359,1063,1
1234,1195,1
459,992,1
2459,3359,1
1488,3583,1
228,2226,1
1261,2481,1
2696,603,1
2705,2311,1
1520,1520,7
2393,3194,1
885,2469,1
1486,3258,1
26,2809,1
2545,1807,1
3356,30,1
233,1467,1
3221,2602,1
903,1495,1
1415,447,2
488,1006,4
3475,1171,1
2302,1188,2
2614,2134,1
2541,975,1
1641,3267,1
2179,3184,1
61,3311,1
2591,2428,1
1403,2742,1
1828,1936,1
2655,3546,1
1607,824,2
2482,1494,1
2115,2808,1
2432,28,1
2550,3168,1
302,1510,1
3421,2710,1
3570,3570,3
1488,2571,5
1194,1651,3
2206,2764,2
901,1315,1
466,3403,1
466,19,1
803,319,2
2089,1088,1
2658,102,1
1351,2288,1
2291,2337,2
1624,2899,1
2611,2990,1
3121,1602,1
1570,1403,1
1482,566,1
919,816,1
1585,737,1
2843,1416,1
311,2698,1
1981,2452,1
3315,2537,1
1344,2840,1
196,1127,1
1624,1036,1
3447,660,1
1156,1276,1
2665,1787,1
822,2544,1
2744,1862,1
846,957,1
1416,2202,1
3247,1098,1
2439,2837,1
3597,3493,1
3254,235,1
2808,1315,1
1717,1597,2
648,1021,1
2707,2707,3
937,526,1
478,2302,1
651,2796,1
466,1401,1
213,2646,1
953,124,1
3292,981,3
2559,1632,1
2138,2692,1
2560,1537,1
1796,803,2
2948,2105,1
644,1527,1
1893,1315,1
3592,490,1
276,3037,1
1344,2571,1
3590,1171,1
864,2130,1
1438,2188,1
725,2497,1
2244,1405,1
3106,1078,1
778,1198,1
2839,1121,1
1055,1403,1
2658,3484,1
369,2588,1
991,2047,1
541,1211,1
3368,1810,1
1278,1523,1
1585,1585,107
3537,982,1
3492,1731,8
2078,585,1
1447,3184,1
828,42,1
2955,2955,29
336,3034,1
2882,1828,3
2582,1748,2
1819,2279,1
1552,288,1
2331,1171,1
2947,492,1
1403,3245,1
767,1396,1
1063,3403,1
1531,3310,1
549,1457,1
218,196,2
575,3386,1
738,1032,1
3479,1363,1
3024,3456,2
3474,2453,1
568,435,3
1357,2605,1
2171,2171,4
3519,40,1
1748,1748,2
3436,651,1
2146,989,1
694,2219,2
1379,1379,3
3012,1733,1
3043,3040,1
466,2804,1
3159,1561,1
683,1888,1
228,2754,1
1748,3538,1
369,1054,1
3379,2700,1
3024,3311,1
718,927,1
3216,2865,1
1742,3484,1
2971,2191,1
122,3588,1
1117,500,1
3119,3119,1
2116,213,1
394,2650,1
255,255,2
2166,1039,1
1324,2658,1
1597,2919,1
2301,2739,1
3606,588,1
311,1634,1
2820,1828,1
3069,165,1
2932,1120,1
2804,2784,1
2166,1733,1
2382,373,1
392,2035,1
3189,2331,1
3141,2105,1
2483,1862,1
2947,2809,1
637,2810,2
1756,2291,1
1317,1014,1
1039,1014,1
1486,2794,3
505,2442,1
1539,2573,2
160,2488,1
447,1415,2
2173,2277,1
1403,3156,1
463,2139,1
2839,2839,37
2092,2116,1
1488,1421,1
2753,2753,3
1523,319,2
2389,1696,1
3238,3238,3
2901,218,1
1195,260,1
2837,92,1
1749,340,1
1415,166,2
3103,1615,1
1622,1441,1
3196,1344,1
2523,2365,1
1095,1265,1
1308,3367,1
987,987,2
2462,1862,1
163,163,1
1889,170,1
1610,2146,1
1278,102,1
1827,633,1
3003,816,1
260,1315,1
2547,3549,1
2219,1191,1
3194,2294,1
2837,3156,1
2642,490,2
2167,2366,1
2363,1168,1
1335,1400,1
974,2718,1
70,3570,1
986,3395,1
1462,3342,1
2167,874,1
2805,179,1
322,2589,1
3204,3076,1
572,2059,1
302,679,1
2193,1721,1
988,3235,1
2971,1440,1
1395,1395,5
3094,1389,1
2339,2219,1
1134,3095,1
566,2161,1
303,2642,1
3437,3437,2
1367,674,1
2115,736,1
1354,542,1
1173,198,1
2071,2292,1
3061,2062,1
1332,3140,1
3388,2684,1
2204,3284,2
1833,1636,1
1722,1767,1
1038,874,3
1768,165,1
1696,923,1
1888,2942,1
2550,2770,1
68,3211,1
28,3546,1
2956,2877,1
2837,1748,1
912,1899,5
2738,2738,15
423,1416,1
1619,63,1
566,1733,1
2301,284,1
1716,1015,1
3245,459,1
2462,3324,1
3124,534,1
2252,2252,1
605,1832,1
1234,1570,1
1173,2584,1
3152,2865,1
1749,2490,1
2279,2339,1
2904,1795,1
2291,2175,1
1402,2942,1
1089,3190,1
2505,359,1
742,1236,1
2920,3397,1
1676,3208,1
2671,243,1
687,430,1
3455,3455,2
1194,3085,4
2456,197,1
2939,2198,1
1126,611,1
1970,1970,11
290,316,1
555,803,2
466,3117,1
2108,3481,1
2251,2078,1
106,1748,1
31,532,1
1597,1592,1
1997,1997,1
2206,2206,1
2054,3419,1
638,1532,3
261,2605,1
2642,103,1
356,3132,1
2615,2590,1
340,196,1
120,1639,1
3254,2347,1
1908,2335,1
512,2175,1
1315,2972,1
3607,3475,1
3504,2908,1
2058,1523,1
3397,560,1
2045,913,1
827,3452,1
3015,2466,1
243,1333,1
1606,1350,1
2835,2058,1
689,1360,1
3481,1324,1
1357,820,1
3528,2702,1
726,3509,1
1746,1746,7
470,2990,1
3330,2934,1
803,3439,1
2670,826,1
2291,1756,1
3284,3284,4
693,2291,1
3319,1807,1
1179,492,1
2483,1749,1
2166,466,1
1085,2279,1
1083,3320,1
2202,1416,1
1403,2108,2
3223,1597,1
1733,803,1
1138,3255,1
1022,1921,1
2107,1927,1
167,2116,1
2300,1680,1
803,676,1
2337,256,1
1126,1177,1
571,1238,2
3403,2175,1
820,483,1
3276,1253,1
432,432,1
3530,3056,1
1535,1533,1
64,3583,3
1813,424,1
621,621,1
1891,2890,1
2906,832,1
803,2924,1
116,1576,1
691,2488,1
3592,1105,1
3247,2221,1
571,2718,1
2162,1361,1
2589,3323,1
2007,598,1
1724,566,2
2756,1925,1
3458,321,1
3119,271,1
2727,1521,1
845,2770,1
3575,3575,2
3364,2320,1
1065,1065,1
64,2786,1
2571,1353,1
3369,568,1
466,1123,1
202,659,1
3383,2673,1
1505,2011,1
3002,918,1
1733,1531,1
2391,3200,1
1770,1954,1
321,2710,1
2417,2417,2
3345,1627,1
2291,3007,1
1731,1731,43
1315,2837,1
2488,2488,15
2395,856,1
2116,2291,3
2365,2365,2
321,3458,1
2256,2256,3
4,1027,1
512,1195,1
1831,3355,1
1019,358,1
747,1318,1
3042,2467,1
1560,233,3
2990,336,2
2071,1251,1
1149,2620,1
1365,1306,1
1733,3254,3
3097,3397,1
1366,1021,1
3481,2768,1
681,3567,1
1488,1624,3
560,2073,1
470,180,1
2837,196,1
549,2640,1
2949,1689,2
1289,2310,1
2595,2595,2
407,2149,1
650,1131,1
875,649,1
2578,419,1
490,2521,1
3359,2747,1
1333,2837,1
3024,3024,7
2291,1384,1
2160,2521,1
1034,401,1
3484,2291,1
908,1315,2
2127,2237,1
2160,2160,1
756,2456,1
255,3592,1
141,80,1
122,122,4
3475,1666,1
3048,2947,1
3268,3268,1
2109,781,1
1214,2003,1
2523,2022,1
1523,811,1
3457,2150,1
3452,3452,2
2563,3220,1
1057,2845,1
2156,2729,1
1664,3124,1
204,1199,1
466,1039,1
2768,1733,1
1618,3161,1
940,940,1
1695,672,1
2605,1357,1
2465,2465,2
1654,232,1
2266,2773,1
2424,1200,1
399,1736,1
2642,1073,1
632,2726,1
1042,1179,1
2602,3221,1
1961,876,1
503,2361,1
882,3242,1
1541,1199,1
1464,133,1
2021,3530,1
2690,2977,1
1555,1555,1
2140,3239,1
3504,1622,1
2441,1703,1
744,1938,1
1533,1533,472
3289,3289,823
417,593,1
3403,560,1
1787,2665,1
3317,3320,1
1834,369,1
1107,3085,2
490,295,1
3436,1828,1
1019,320,1
581,313,1
992,992,2
1749,3504,2
851,1530,1
1334,3222,2
211,861,1
1282,1282,1
795,2102,1
2175,466,1
3225,302,1
2292,2671,1
1749,609,1
1189,206,1
474,2403,1
663,178,1
2537,1803,2
2582,3481,1
1531,1733,1
3610,1523,3
374,794,1
1486,201,2
3062,1215,1
967,466,1
1046,1046,1
189,954,1
3579,1126,1
761,3505,1
1862,2876,2
3530,2021,1
3585,3159,1
1530,3388,2
348,1638,1
3293,2940,2
2302,2799,2
36,2547,1
2968,883,1
1510,1510,1
2175,1738,1
1457,1893,1
448,2093,1
2887,2041,1
1219,2105,1
571,3475,2
2958,3448,1
3505,232,3
3487,1528,1
2025,2025,1
1878,3115,1
2615,2895,1
648,648,3
116,78,1
205,2011,1
2108,1733,1
2068,2068,1
3230,1308,1
3492,909,1
1666,3475,1
72,1296,1
3333,2320,1
2632,1789,1
2653,206,1
2056,340,1
2676,2947,1
489,2994,1
2571,1982,1
2407,1346,1
3423,3191,1
2188,2154,1
3115,431,1
1384,1384,1
469,892,1
2824,2824,38
2532,206,4
937,937,26
123,2401,1
2519,2265,2
1324,2483,2
1925,253,1
2397,2397,2
1597,2364,1
2115,2116,1
3387,2571,1
1247,2798,3
1530,760,1
85,85,1
2108,1862,1
2415,2614,4
1764,1659,1
1416,490,2
386,3115,1
179,3295,7
1403,133,2
2954,2954,4
3403,1063,1
3537,2658,1
1360,560,1
1688,306,1
1677,183,1
2811,2216,1
1055,2320,1
3200,3200,2
1008,1787,1
2912,3150,1
2701,644,1
1738,1622,1
651,1805,1
3186,387,1
490,3321,1
1,2133,1
68,490,2
2337,2337,1
1545,1253,1
3616,3616,2
115,1232,1
1315,3548,1
2571,1174,3
1899,1158,1
512,1318,1
1488,3492,1
2884,3348,1
760,1724,1
3507,1775,1
3152,2517,1
454,3477,2
3602,3513,1
3350,297,1
693,2432,1
2321,2005,1
1191,351,2
28,1333,1
888,2008,1
1529,296,1
2484,642,1
1148,2012,1
198,2253,1
2990,573,1
1634,311,1
3043,514,1
2281,2301,1
2613,539,1
3263,1506,1
798,798,1
2054,3456,1
1591,1105,1
3117,2291,1
2901,2012,1
3002,211,1
2856,2439,1
2407,126,1
1324,2250,1
1279,2924,1
1990,2768,1
1880,530,1
1686,1686,1
3231,2175,1
3165,1530,1
260,1126,1
3106,80,1
3537,2517,1
367,367,1
2285,202,2
251,2582,1
2745,2745,1
3240,39,1
2836,992,1
1748,2924,1
644,3548,1
211,450,1
1114,2466,1
178,2783,1
687,1176,1
215,215,19
1663,1436,1
2073,1862,1
3186,233,1
2002,3194,5
2425,2944,1
2432,1733,1
552,2940,1
1632,33,1
1151,239,1
2876,2876,2
1495,1537,1
1431,3428,2
3097,774,1
3454,2146,1
2442,505,1
2843,2160,1
295,126,2
218,560,1
1793,1420,1
1403,3406,1
735,290,1
2589,827,1
2382,1506,1
2291,908,1
2161,1367,1
2718,974,1
2493,2302,1
1343,3451,1
756,2917,1
41,218,1
997,1986,1
2999,307,2
860,671,1
1207,651,2
875,551,1
2424,356,1
3398,3398,1
1457,2413,1
2340,662,1
977,241,1
318,2066,1
2704,3403,1
476,169,1
547,747,1
459,2175,1
3168,1019,1
72,3231,1
3492,1488,1
3422,3474,1
1531,102,1
1823,608,1
1029,344,2
2809,281,1
244,1848,1
656,3220,1
2897,2071,1
1141,2573,1
869,1727,1
816,709,1
969,1570,1
1496,734,1
2250,2291,1
765,1354,1
44,1537,1
3248,2066,1
2167,1577,2
1511,2445,1
44,3072,1
3494,2257,1
1529,1433,1
933,2166,1
3130,1738,1
401,2794,2
959,380,1
2795,473,1
1819,1516,1
1787,1438,1
291,2970,1
2029,296,1
1367,470,2
2808,1748,1
3289,1478,1
532,2866,2
1748,2175,1
693,218,1
1913,3534,1
560,2248,1
1691,1691,4
3085,1651,3
2837,340,1
2108,1323,1
368,1153,1
2614,2415,4
3061,1391,1
3115,2865,1
2573,2356,1
3115,1516,1
792,348,1
1324,2116,2
196,2488,1
760,2547,3
1925,2770,3
1265,1095,1
2219,2219,3
1880,1809,1
1403,1324,1
2460,3311,1
579,579,10
2123,2856,1
1253,554,1
1027,859,1
212,2302,1
480,72,1
2417,1961,1
3570,1453,1
2658,1039,1
1251,3439,2
1324,1039,1
2808,2676,1
899,899,1
3538,1055,1
2589,1317,1
2547,2369,1
2946,560,1
201,271,2
2795,2571,1
1486,271,1
2002,3137,2
2431,2808,1
1654,3505,3
80,1336,1
1756,2602,1
2462,2291,1
798,3291,1
1908,28,1
3320,3317,1
2157,2157,3
266,1417,1
3099,1751,1
1847,3353,1
2109,1697,1
2858,593,1
3101,2344,1
2879,2824,1
2865,1819,1
1324,560,1
3204,608,1
3341,1166,1
3359,982,1
2839,2517,1
472,1549,1
2346,2346,10
2602,2432,1
490,3442,2
3341,2722,1
1344,2709,1
2320,3333,1
1484,364,1
2983,2285,1
3481,2630,1
1165,3526,1
805,1943,1
2141,2141,76
2336,2337,1
1444,3182,1
2507,3082,1
28,316,1
1886,2164,1
2216,3406,1
2794,201,2
2837,566,1
3065,2316,4
133,1464,1
1813,1605,1
1429,820,1
189,2301,1
145,3097,1
1441,1384,1
3156,218,1
2448,2022,1
2361,3511,1
1828,3450,1
352,3511,1
2972,2504,1
2360,1878,1
3029,3576,1
575,575,2
3494,3494,2
3099,3459,1
2264,2076,1
512,512,4
218,2808,1
1457,1224,1
3145,566,1
3156,2547,1
1958,2153,1
2462,2462,1
1796,3596,1
2728,1531,1
3080,1011,1
977,608,1
1862,1908,1
126,2949,1
103,2843,1
1792,768,1
1694,1247,1
306,3447,1
2002,2294,4
1126,3579,1
2716,3381,1
3073,3200,1
1190,1899,2
3610,2646,1
2573,3452,1
296,2149,1
3395,1679,1
296,159,1
102,1278,1
17,337,1
1403,3484,1
881,233,1
2929,2929,1
1862,609,1
2056,1141,1
1738,2844,1
687,2931,1
1039,2835,1
3511,352,1
2823,1384,1
2796,651,1
2992,3482,1
1378,1378,9
3357,2942,1
2347,3254,1
2816,3254,1
316,1111,1
3601,3601,3
3215,390,1
2337,3231,1
1888,2066,1
1039,2115,1
1216,998,1
2537,348,3
3166,71,1
2726,63,2
1269,2980,1
2924,1141,2
725,2552,1
707,707,15
1057,2987,1
566,1531,1
700,1597,1
1852,3067,1
1819,2658,1
577,1541,1
571,3321,1
160,196,1
2877,651,1
409,3276,1
3199,1938,1
2940,3187,1
277,277,1
753,1424,1
547,547,1
1724,322,1
63,1646,1
3182,76,1
3342,2006,1
3452,2175,2
2537,2467,1
2439,2016,1
2671,2837,2
3221,1808,1
2161,1749,1
1577,1418,1
3541,3541,2
1932,1932,1
460,2343,2
1973,1041,1
221,3585,1
3489,2198,1
261,3031,1
3154,1489,1
1014,1195,1
651,991,1
1085,694,1
2393,761,1
3590,2642,2
1195,290,1
3222,2187,1
1333,1195,1
3530,3063,1
3614,2920,1
1523,2837,1
1353,2571,1
1675,2092,1
2469,885,1
494,1600,3
1416,287,2
1937,626,1
1729,1171,1
3099,2468,1
803,2908,1
560,218,1
1017,638,1
868,2939,1
595,2335,1
2924,512,1
347,1562,1
3537,1457,1
1622,3504,1
1364,147,1
2908,2490,1
1953,765,1
2175,2432,1
2108,3484,1
2293,2293,8
1205,1205,12
1936,1828,1
1683,2546,1
2149,296,1
2942,3064,1
3298,3298,29
3066,2337,2
1498,2837,1
512,2837,1
3254,2856,1
3353,3353,11
2818,2609,1
3445,80,1
795,795,4
3378,329,2
1749,555,1
3240,1852,1
1828,3594,1
1685,1962,3
2291,3582,3
832,76,2
2222,28,1
2156,3537,1
1615,1876,2
1515,2531,1
219,1500,1
1515,1515,8
3365,1369,2
137,1423,1
2351,2432,1
1523,3403,2
2872,2060,2
1749,1384,1
3481,908,1
3292,1792,1
219,2807,1
2162,1486,2
2871,2208,1
1899,1704,1
2824,101,1
2759,839,1
2808,218,1
866,3080,1
3012,1965,1
200,886,1
3353,174,1
340,760,1
845,395,1
945,593,1
541,541,1
760,2768,1
1995,3349,1
240,3052,1
2078,2251,1
1577,2067,1
1154,2619,1
1188,3271,1
1352,3189,1
2607,1086,1
2177,369,1
1438,1333,1
1531,1063,1
1088,2089,1
3089,2617,1
2671,1749,1
2571,3353,1
1917,1786,1
1436,1663,1
2547,1449,1
2494,2302,1
1126,1195,1
319,803,2
1313,3297,1
316,1893,1
1140,401,2
2775,2861,1
1590,211,2
1953,3131,1
3470,2468,3
2337,2768,1
951,554,1
3596,803,1
1414,2877,2
700,3415,1
1862,1516,1
566,3097,1
1039,1039,14
3244,1517,1
803,2547,2
1951,796,1
775,10,1
1922,300,1
2331,2521,1
1512,864,1
2342,1749,1
3101,3180,1
1192,1092,1
214,3590,1
2811,1141,1
472,1558,1
3192,3200,1
1981,2115,1
1760,3026,1
3286,477,1
2989,3152,1
2483,3530,1
3451,1262,1
1523,1333,1
2060,2060,1
2614,80,1
13,2432,1
2250,973,1
2073,2101,1
703,870,1
2809,2056,1
3297,883,1
2056,611,1
1597,2608,1
1013,438,1
3433,501,1
2190,81,1
1022,3202,1
2172,1153,1
1194,2824,1
2579,1258,1
816,3026,1
186,401,1
198,1173,1
1570,3494,1
2335,3548,1
3135,750,1
2336,566,2
1613,1578,1
2358,1263,1
1098,2996,1
1983,1053,1
2764,2206,2
3106,3461,1
3156,2439,1
1674,2153,1
3321,571,1
3567,1125,1
201,2607,1
1098,927,1
945,417,1
1318,2991,1
1694,612,1
882,459,1
1113,1113,1
743,2504,1
3010,3097,1
1441,2116,1
601,1437,1
295,78,1
1693,2095,1
1367,1946,1
3161,1533,1
560,560,2
1195,3254,1
763,763,175
2291,2291,103
1041,1763,1
125,2571,1
566,1379,2
3155,3155,1
2301,3368,2
535,817,1
1873,526,1
1433,1529,1
2718,571,1
2090,938,1
2166,1749,1
3279,1597,1
2137,2822,1
243,2166,1
1741,1846,1
1350,1606,1
147,945,1
2026,627,1
1124,1124,1
1403,2432,1
1919,1852,1
791,1487,1
1315,2729,1
1438,2511,1
1042,803,1
3371,196,2
1171,78,1
78,2521,1
95,2312,1
608,3204,1
2215,2215,1
322,2511,1
3397,1438,1
3090,1074,1
1527,131,1
2256,215,1
2837,1333,1
749,2291,1
322,1724,1
555,1733,2
2536,1600,1
2209,1910,2
311,1957,1
3408,1257,1
1613,3018,1
428,2947,1
796,2516,1
466,3359,1
1938,3199,1
1126,290,1
3515,131,1
2656,1064,1
3131,875,1
1199,317,1
1963,1807,1
1637,2081,1
2768,106,1
1350,1685,1
1993,3080,1
651,1462,1
2505,3380,1
14,2897,1
1482,1482,1
442,1885,1
1893,1318,1
2972,3115,1
3459,3099,1
645,3272,1
2958,3035,1
2850,2850,1
927,518,1
3504,2729,1
1192,1899,44
2650,2650,59
2008,2008,30
268,863,1
3325,1534,1
1133,1696,1
2787,401,1
2912,2419,1
126,1416,2
2066,318,1
306,306,2
1792,1658,1
1421,2571,1
2337,3066,2
456,2942,1
3282,1380,1
3159,3159,1
428,693,1
1899,550,2
554,951,1
761,2393,1
2504,431,1
2115,3610,4
201,2162,1
725,1930,1
749,33,1
689,2397,1
560,2837,1
2742,1403,1
927,870,2
2764,3335,3
1308,329,1
1844,869,1
490,1197,2
1098,730,2
1749,867,1
1141,1862,1
3451,1577,1
1406,1406,5
803,1796,2
3572,427,2
3538,31,1
2301,189,1
3583,101,1
2589,2161,1
1749,803,1
2646,428,1
36,2808,1
816,2064,1
2667,2996,1
2614,1779,1
2150,638,2
3088,2521,1
736,693,1
2729,2156,1
218,133,1
693,1333,1
487,2078,1
2585,2228,1
1564,1564,1
1333,1438,1
3184,467,1
1695,846,1
1083,3088,1
3104,1560,1
122,1488,1
2608,2608,1
109,1068,1
2490,3021,1
3169,1373,1
2837,3403,1
1026,3287,1
896,33,1
1785,1785,5
2336,691,3
1792,989,2
1315,260,1
1541,577,1
3146,321,4
1965,2582,1
910,3373,1
218,2431,1
878,878,55
2573,1909,1
3569,2311,1
3103,3567,2
2799,2799,3
1812,2367,2
640,92,1
3389,2009,2
2347,3537,1
1683,193,1
2465,2571,1
