anonyme_Source,anonyme_Target,Weight
6135,10487,1
16381,6865,2
17105,1791,1
17630,3445,1
11311,17395,1
14682,3944,2
16118,11939,1
2408,14400,1
8056,7245,2
11991,15932,1
13496,14982,1
5967,6259,1
4554,8069,1
11833,9179,1
1687,6975,1
11608,3243,1
10915,1760,1
11405,5908,1
18241,4861,1
10690,18505,1
17320,18244,1
5173,4668,1
5955,13947,2
4378,14136,2
4763,4763,2
8036,1055,1
977,18512,2
2719,6061,1
13609,5472,1
13438,1345,1
11150,7625,1
5924,8962,1
8617,13645,1
9707,13504,1
7374,60,1
18325,5076,1
14576,11976,1
15284,17625,1
13341,12378,1
2206,1489,1
12025,6669,1
2206,8094,2
3645,7922,1
6292,544,1
17282,4025,3
13998,970,1
16541,7321,1
16994,16994,1
18281,9897,1
18145,18145,1
4899,12443,1
8653,7317,1
17077,14413,1
17605,17605,1
3468,565,1
2819,1759,1
4907,7,1
18727,10169,1
15146,13666,1
15449,16616,1
11524,12598,1
426,12706,1
16455,14142,1
9201,12902,1
14283,13099,1
10904,3920,1
3371,12452,2
5874,6236,1
791,16048,2
18419,4478,3
15157,5630,1
10463,10892,1
824,3487,1
5812,15756,1
12727,5630,1
17989,1908,1
8685,6743,1
8080,1152,1
12700,12700,1
12391,15623,1
14572,18159,1
13723,18683,1
13284,6983,1
7055,5388,1
14956,16901,1
1480,10353,1
9158,8444,1
7095,1709,1
5314,12323,1
4939,6796,1
10694,219,1
12904,7053,1
3051,8653,1
8026,12824,1
18246,11439,1
16932,1688,1
9633,3479,1
791,10876,1
13243,6398,1
17610,5959,1
3,3116,1
12862,15816,1
7553,9708,1
9890,7821,2
1069,10716,1
10973,13815,1
9466,7036,1
15726,1988,1
6666,14742,1
10730,11088,1
5804,1381,1
10457,8182,1
6991,13551,1
5570,16850,1
7859,3717,1
8171,3169,1
7340,15794,1
6921,17763,1
4517,14151,1
18656,6522,1
11171,18691,1
15364,10955,1
14817,13566,1
3754,6379,1
8838,4234,1
8847,15313,1
12295,12295,21
17917,5466,1
14646,8685,2
16310,12891,3
12802,5532,6
9240,17873,1
10046,10046,84
1457,7374,1
12418,12418,2
17408,9283,2
1207,13849,27
3526,14796,5
6228,6228,7
2943,8522,1
15212,1457,1
14464,17093,1
18512,6718,1
16372,8759,1
8268,17093,2
14595,5307,1
7359,7287,6
16865,16865,3
14867,11091,1
1538,18316,4
12100,12100,2
18465,1181,1
7452,8619,1
11469,12325,1
13007,7708,2
9452,2202,1
603,17155,1
9772,14521,2
3818,13088,1
15160,15160,65
6294,3870,1
7500,7500,2
12707,12707,35
817,5626,1
7232,17579,4
5850,16329,1
8001,11004,1
3509,9106,1
3973,10952,1
14167,17632,1
8104,9690,2
10594,60,2
1994,11559,1
5198,4789,1
11053,10794,1
7532,7532,7
11886,6840,2
6734,3492,1
17895,4267,1
14388,13936,1
8914,13011,1
14315,12641,1
6381,12225,1
17310,18353,1
13786,5635,1
10813,12039,1
9763,6834,2
7255,9682,1
3321,18123,2
9445,7689,1
4290,2325,2
16060,5578,1
1414,8711,4
4529,17540,1
17795,1259,1
6960,7287,5
18514,14354,1
5635,15700,1
6358,16310,4
1963,1963,6
6917,8104,2
12273,12273,1
4883,3767,1
11501,1337,1
11690,4234,1
7163,4023,1
12738,2937,1
12604,5738,2
14215,820,1
14093,6743,1
11748,17058,1
5182,13526,1
17780,1687,1
16757,263,1
11513,5010,1
12364,17562,1
13460,4083,1
4561,7545,1
8171,10514,1
12142,11402,1
17141,12032,1
1600,5298,1
5532,8685,3
7633,11189,1
2819,8734,1
8244,8189,1
2515,952,1
11015,11015,1
8669,1743,1
16990,16990,7
1301,7915,3
256,16372,1
14570,17231,1
9628,12389,1
9447,6820,1
13936,10048,1
7478,7478,4
7287,9689,2
13167,9098,1
18159,3901,1
14388,13758,1
2092,4782,1
15546,11832,1
13373,13373,1
13723,6011,1
4384,4384,1
10970,7808,1
12168,1192,1
5630,7101,1
18220,16699,1
3667,16305,1
10353,4593,1
6602,18203,1
49,49,5
6147,16844,1
18558,4340,1
2384,1732,1
11818,5373,1
7374,3602,1
12719,10083,1
451,12360,1
932,3679,1
13739,15419,1
10515,14464,1
11182,1503,1
74,17710,3
10246,15107,1
6097,8463,1
15438,18266,1
5148,4086,1
3191,4678,1
7147,8375,1
5130,7011,4
15059,685,1
14867,8674,1
17859,18512,1
15261,4093,1
6953,15045,1
13953,16473,1
10330,9342,1
15767,8380,2
4340,18558,1
16797,9086,2
2913,2913,2
12909,10490,1
6154,9890,3
10756,10574,1
7569,11320,1
12069,8595,1
3148,6752,1
14464,9114,1
4610,7795,3
18159,11690,2
15880,10535,2
13784,3844,1
12755,177,1
11595,11595,2
8860,6041,1
18315,13680,1
13105,15662,1
7451,3173,2
10973,17078,1
5014,3249,1
1480,3944,1
15062,7914,1
8737,17639,1
6878,27,1
2206,13768,1
11789,15727,3
744,6059,1
9970,3580,1
5179,14164,1
11818,10733,1
15778,14561,1
3907,11035,2
11575,2206,1
8037,4816,1
17100,3116,1
16392,2399,1
3934,2847,1
8478,4958,1
13779,12621,1
16797,17172,1
1889,15396,1
1192,13608,1
9645,7244,2
10479,4992,1
5759,2674,3
1791,8312,1
18366,10188,2
15614,11185,1
2066,9905,1
3853,10514,1
5922,17263,2
18231,5268,1
9802,18413,1
2820,3178,1
6961,12022,1
8687,11233,7
18541,17263,4
12782,4003,1
7090,13272,1
7090,1132,1
6659,17711,2
11714,12295,1
4211,5695,1
7058,8830,2
4339,8484,1
14667,14667,1
2326,11490,1
16714,5763,3
5578,16650,1
1690,5937,1
14917,919,1
4954,6301,1
8734,17338,1
6417,6559,1
5804,849,1
5630,6329,1
3045,15440,1
17141,17820,1
12385,8724,2
13364,16050,1
6236,5213,1
1799,8676,1
9618,2479,1
3853,13566,1
17330,7002,1
5532,12230,7
695,10390,1
5766,18540,1
12186,7538,1
4529,4529,1
12579,13819,1
8236,4517,3
7317,11956,1
5796,2892,1
1791,14427,2
14742,14742,3
17551,2794,2
14747,15233,1
9257,76,1
10876,18023,1
16488,2937,1
11778,5284,1
6917,17395,1
9297,5870,2
4877,17361,1
5911,11562,1
6758,11329,1
10154,4273,2
2108,17264,1
18313,12451,1
9226,10814,1
183,1438,1
2794,1022,1
12973,17937,1
17125,5689,1
4580,18028,1
14966,7428,1
2011,1466,1
13042,2033,1
8925,18700,1
11843,13917,1
11961,7591,1
8151,14481,1
16465,3690,3
10013,15368,1
4889,12474,1
10651,15056,1
11574,10048,1
9688,14087,1
6431,14675,1
16303,15433,1
3719,12574,1
16036,11289,1
8036,14768,1
2937,15551,1
16729,14434,1
2429,3503,1
5532,14646,1
11818,3000,2
12557,17966,1
8406,9924,1
15019,16163,1
697,7444,1
2762,11035,1
12180,4767,1
10242,8033,1
13552,2074,1
9789,18026,1
7357,4050,1
12922,18587,1
9480,2888,1
18615,9086,1
5698,9571,1
642,8354,1
6106,10337,1
6684,16129,1
12525,12123,1
12456,8934,1
556,556,1
1306,10418,1
5526,9569,1
11697,10209,1
8955,6058,1
2093,11750,1
13857,3437,1
11063,4808,2
10531,9517,1
3141,5792,1
12924,12604,1
10562,406,1
3535,374,1
3688,14894,1
14272,14584,1
11498,15630,1
730,12186,1
8022,1398,1
5996,7836,1
13303,11064,1
4517,2071,1
15450,11007,1
9347,17421,1
7791,16456,1
7275,7222,1
7567,9086,1
6436,15467,1
12748,10200,1
12308,8294,1
1402,5459,1
13881,9351,1
4174,12604,1
3199,12047,1
15956,6344,1
17774,18725,1
9329,5442,1
5164,16879,1
9098,13167,1
14811,6150,1
15080,17077,1
7202,8440,1
7987,491,1
3947,1331,1
1430,7959,1
14082,14082,1
9618,15547,1
12581,17302,1
1990,2783,1
14060,17154,1
6596,6596,1
14255,12391,1
7235,14223,1
6758,12735,1
10299,15735,1
2778,2778,1
17245,2626,1
3436,13931,1
18042,18042,137
16729,5939,2
6852,7327,9
4891,13495,1
12042,12042,79
6824,2745,1
7327,345,1
4088,9044,1
9948,13811,2
60,14253,1
12067,15441,1
16513,7352,1
6035,3294,1
14419,5729,1
10014,3306,2
8898,8832,2
14796,6036,4
9435,11474,2
2206,2819,2
10701,1279,1
6076,9261,1
12959,18649,1
6497,7500,4
15684,50,3
4003,6083,1
14424,8838,1
7092,6758,2
3688,9798,1
15893,10353,1
15551,1241,2
3847,16115,1
4229,17485,3
8702,2942,1
8845,8589,1
3853,1983,2
2819,8151,1
9234,9234,32
15989,13000,2
13327,3882,1
2075,2075,2
3046,16337,1
3300,10074,1
13443,13443,12
2022,2022,1
6370,6595,1
16395,8090,1
15296,17078,7
2403,464,1
15011,2626,2
6597,6597,1
10032,11278,1
5766,10256,2
1712,13287,1
13684,1132,1
14850,7684,1
1176,6334,3
18269,14822,2
1579,11511,2
14635,3697,2
4337,12083,1
11773,426,1
11119,5926,1
1764,11866,1
10826,6389,3
8845,8599,6
8845,3195,3
2723,13069,1
5116,15035,1
18118,12509,1
3610,3610,46
10535,17832,1
2330,9019,3
6021,15776,1
2721,6954,1
17587,18124,2
4087,15553,1
491,9042,1
17144,10317,1
13801,13801,2
9589,60,1
5406,2741,1
15387,9054,3
11912,11912,2
5939,18725,1
16329,791,2
2630,17845,1
7632,3172,1
18501,14777,2
4517,4212,1
12131,50,3
2901,11483,3
17798,11729,3
18450,16966,1
12604,9589,5
3784,6550,1
14322,8151,1
10066,17113,1
16888,16626,1
12692,1189,1
10337,2845,1
5635,14605,1
7421,16801,1
5139,15816,1
11788,11294,2
15700,6164,1
4856,14232,1
8237,6101,1
3730,665,1
8711,18220,4
15350,5914,1
5782,10563,1
9423,9940,1
16325,7314,1
15019,2453,1
10535,17395,4
10324,6297,1
17886,5999,1
12135,6919,1
12141,12002,1
10535,10756,1
13514,2721,1
2659,16315,1
18131,1838,1
18178,14527,1
6295,4566,1
11926,17842,1
9792,8540,1
2865,12511,1
4049,13761,1
16249,4954,1
18025,7243,1
13382,13382,5
7041,9328,1
13756,14287,1
10610,2143,2
2089,60,1
8609,14766,1
11763,11262,1
3290,15944,1
14723,8490,2
9270,4700,1
2307,10957,1
8000,5635,1
1597,11290,1
13959,8845,1
13688,15019,1
13873,9452,1
8998,5939,1
12867,1981,1
15296,1812,1
8712,442,1
9793,5671,1
11530,9967,1
10497,9539,1
2971,13784,1
8105,13841,1
16170,17216,1
3032,9708,1
12727,10535,1
4313,9483,1
12604,9123,1
2775,12913,1
7629,297,1
18648,14958,1
11182,8120,1
9798,475,1
11800,7611,1
18073,15731,1
6245,5019,1
5208,6960,1
17528,17093,3
9337,17963,1
10531,10347,3
14194,16789,2
274,14246,1
14958,7263,1
5486,6560,1
18492,15334,1
14675,6758,1
9477,1242,1
1316,13680,1
9593,13833,1
4518,3281,1
3610,12283,1
13170,3920,1
14435,12953,1
2270,2280,1
10539,15892,2
11308,9977,1
1950,18030,1
6851,14147,1
15550,6761,1
7511,12271,3
2515,7041,1
10535,9557,1
8685,5922,1
13551,6743,1
6400,16137,1
6301,4954,1
14124,12066,1
3605,3605,1
13857,1325,1
3123,13495,1
10353,8734,1
7635,2819,1
18804,4724,1
18332,18379,1
17093,12231,2
17820,8830,2
15296,11848,1
12482,15157,1
8633,3974,1
8900,18159,1
4427,14586,1
16315,1080,1
18316,17673,1
15944,2074,2
6705,17632,1
6796,11697,2
14012,12274,1
12083,8244,4
6446,12299,2
3034,16167,1
13762,16383,1
9924,14576,1
10522,5154,1
2132,7245,2
12474,18111,2
8181,13917,2
9879,7994,2
14043,1053,1
8832,11466,1
4983,13917,1
10210,11521,1
7955,7955,5
3157,18163,1
1018,5614,1
5761,9283,4
14867,12278,1
16647,13947,1
14238,9895,2
5945,7250,1
12444,6925,1
4217,4217,1
2869,8711,1
697,3508,1
12959,9470,1
17421,16881,1
5965,12609,1
2317,18530,1
10565,5922,1
4250,11159,1
9244,18054,1
15667,10029,1
6344,15956,1
12268,12268,2
11261,12141,2
833,1506,1
14315,15609,1
13643,6387,1
5280,3628,1
14867,3673,1
6557,17899,1
17517,5532,1
9608,11749,1
7557,12678,1
6259,10889,1
3000,1379,1
15700,17815,1
15014,15296,2
1690,4719,1
1132,1838,1
1132,9581,1
18525,9838,1
8845,16220,1
6008,9529,2
7927,15575,1
14723,8177,1
18193,10133,1
2982,6835,1
14363,11690,1
16888,4505,1
8699,1321,1
16597,7310,1
17205,14668,1
12945,3189,1
4407,9044,1
477,11690,1
2721,11789,4
2657,9682,1
10383,11973,1
15825,2535,3
13780,3083,1
14501,17643,4
9178,10600,1
4198,886,1
14867,18748,1
10330,4554,3
8993,1701,1
16048,7500,2
6007,3680,1
10671,10366,1
414,3967,1
1987,10118,1
15751,6845,1
7287,3158,1
3889,13815,1
16846,17821,1
17722,14907,1
13240,1010,1
467,3822,2
132,6954,1
5739,12452,1
15401,13786,1
6718,7357,1
10043,820,1
60,12200,1
14796,13112,2
694,3000,1
7513,1358,1
17000,9405,1
17093,2721,3
13488,14812,1
7715,4012,1
18080,15855,1
17810,17810,1
9940,8268,1
10341,7878,1
15700,606,1
8498,1295,1
15311,10690,1
11807,12041,1
16988,7903,1
14867,6600,1
13953,8856,1
12706,1584,1
16166,14659,1
10066,18738,1
877,8619,1
15551,15546,1
4,7359,1
13936,1065,1
1981,4052,1
16888,989,2
11521,14493,1
1316,17141,2
7232,667,1
7198,9894,1
7876,7541,1
11690,4605,1
12303,18085,1
12765,17572,1
14766,6335,1
13354,17979,1
13805,8613,1
12604,12924,1
10323,8723,1
4614,9232,1
8256,13680,1
13936,9222,1
7922,2634,1
14335,9041,1
4392,12491,1
5505,7496,1
13615,3800,1
17916,16036,1
1570,10568,1
14149,17971,1
1758,8244,1
9298,13026,1
18209,14907,1
17213,138,1
4626,989,1
16874,10087,1
9019,9452,1
10551,10729,1
6397,308,1
3571,13118,1
9243,6236,1
6950,9906,1
11543,14746,1
13921,14406,1
5466,2195,1
12307,791,1
17206,16795,1
4410,9287,1
12219,9177,1
166,7146,1
12862,14817,1
12236,10129,1
12621,14516,1
6196,684,1
15661,11866,1
7467,15904,1
15646,15880,1
5592,14386,1
8187,16373,1
8151,12042,1
7987,11460,1
6832,17348,1
15825,15825,7
11004,3533,1
2363,15830,2
1088,10842,1
10773,15330,4
14372,2625,1
15950,15551,3
13815,7868,1
6872,6872,57
2555,2555,27
17889,17889,65
15141,6305,2
837,18781,1
16627,2408,1
7170,6016,2
11679,215,2
4049,4049,89
4745,15720,1
4249,10089,2
5560,3087,1
2315,2315,106
1345,9255,2
6793,6793,50
14715,4406,1
5812,18000,1
10256,9452,1
5523,17011,3
5626,5924,1
14354,9260,1
5086,5130,3
10095,10095,4
17471,2921,1
355,16789,1
14234,3288,1
2250,11053,1
976,13755,1
9676,2027,1
7115,7115,20
583,17892,1
13643,13890,3
8702,15906,1
18044,9613,1
10637,10637,8
6743,7511,3
14875,10575,2
8589,11789,2
6820,8236,4
15551,7749,4
2515,11460,1
2047,10283,8
9112,9112,4
13485,6361,1
18085,18085,20
16633,12762,1
7936,9544,1
1799,12422,1
12343,4541,1
12349,12349,3
3689,14800,1
8373,4106,2
9253,6259,1
9707,4181,3
17780,4291,1
8262,1272,1
11768,1684,1
16746,12237,1
12460,13176,1
17133,17133,2
15727,11219,1
2819,4171,1
1687,2721,1
11359,7594,1
1554,14064,1
7503,3287,1
9858,8649,1
18465,12377,3
6602,7047,6
10895,18244,1
12644,12254,1
3839,3839,3
9707,15218,1
16857,12299,1
18696,3647,1
9227,10859,2
7773,512,1
7240,11063,3
5059,12339,3
3526,13112,1
288,814,3
7183,14852,1
8033,13936,1
6718,4501,1
4294,4294,3
12604,16416,1
10794,3332,1
2133,4816,1
16638,14763,1
10046,9362,2
2307,90,2
5924,211,2
11109,6673,1
11507,12604,1
16405,9848,1
1107,9172,2
5165,1756,1
6639,5278,1
288,8914,1
17173,13936,1
13856,5774,1
16945,9074,1
12922,12922,3
10826,11982,2
473,2203,1
16167,16167,10
17632,16497,1
3529,7802,1
8957,15475,1
4901,3711,1
14576,5463,1
8150,11264,1
1669,1669,4
12944,14907,1
17970,1599,1
13708,11966,1
8149,3291,1
1436,14246,1
4517,1853,4
9466,18184,2
14525,6344,1
268,2272,1
4102,5045,1
1947,10550,1
256,256,3
13872,9123,1
18716,5574,1
11546,8151,1
15726,10027,1
1692,8738,1
3595,3595,1
10330,16080,5
6157,17937,2
3020,17616,1
4566,18802,1
16354,9593,1
4331,10954,1
4292,1884,1
2714,603,1
8260,1292,1
15191,5607,5
5206,15059,2
4488,13822,1
9589,17097,1
15758,3822,1
14099,281,2
665,16295,1
3273,11811,1
12473,182,1
17331,11742,1
9491,9491,2
9363,18034,1
11860,11047,5
7221,5115,1
18220,852,1
18284,15131,2
14661,8383,1
8661,9885,2
8274,5277,1
14246,13755,1
2092,4427,1
11343,11343,7
18244,3944,1
7719,14971,1
3122,13778,1
16025,18625,1
17876,1304,1
9595,13359,6
2538,2538,4
17848,6890,1
15799,10121,1
13174,18214,1
